facility_id,name,ct,mri,ct64,ct16_63,ct_under16,mri3t,mri15_3,mri_under15,latest,update,ctannual,mriannual,annualstatus
0210017,石巻赤十字病院,6,2,3,2,1,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,29130.0,7066.0,VERIFIED_NUMERIC
0211320,齋藤病院,1,1,0,1,0,0,1,0,2026-08-01,MEDIUM_2026_STANDARD_START,,,
0211569,医療法人社団健育会 石巻健育会病院,1,0,0,1,0,0,0,0,2025-10-01,,,,
0212468,医療法人啓仁会 石巻ロイヤル病院,1,1,0,1,0,0,1,0,2020-08-01,,,,
0212799,石巻市立病院,1,1,1,0,0,0,1,0,2016-09-01,,,,
0212955,関節外科スポーツクリニック石巻,1,1,1,0,0,1,0,0,2023-02-01,,,,
0310023,塩竈市立病院,1,1,0,1,0,0,1,0,2024-11-01,,,,
0310171,公益財団法人宮城厚生協会 坂総合病院,1,1,1,0,0,0,1,0,2016-08-01,,,,
0311005,医療法人社団赤石会 赤石病院,1,1,0,1,0,0,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
0510994,気仙沼市立病院,2,2,2,0,0,1,1,0,2018-12-01,,,,
0610513,医療法人浄仁会 大泉記念病院,1,1,1,0,0,0,1,0,2023-12-01,,,,
0610687,公立刈田綜合病院,2,1,1,1,0,0,1,0,2025-12-01,,,,
0711030,宮城県立がんセンター,4,2,2,1,1,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,13676.0,5538.0,VERIFIED_NUMERIC
0810071,医療法人金上仁友会金上病院,1,0,1,0,0,0,0,0,2024-10-01,,,,
0810139,医療法人安達同済会同済病院,1,0,0,1,0,0,0,0,2023-04-01,,,,
0910210,医療法人寶樹会 仙塩総合病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
1110273,総合南東北病院,1,2,1,0,0,0,2,0,2016-01-01,,,,
1110398,緑の里クリニック,1,0,0,1,0,0,0,0,2013-03-01,,,,
1210412,登米市立登米市民病院,1,1,0,1,0,0,1,0,2025-12-01,,,,
1210420,登米市立豊里病院,1,0,0,1,0,0,0,0,2012-08-01,,,,
1210487,登米市立米谷病院,1,0,0,1,0,0,0,0,2019-02-01,,,,
1310030,医療法人社団玄成会 達内科,1,0,1,0,0,0,0,0,2017-12-01,,,,
1310147,医療法人財団弘慈会石橋病院,1,0,0,1,0,0,0,0,2018-09-01,,,,
1310402,栗原市立栗原中央病院,2,2,2,0,0,0,2,0,2024-12-01,,,,
1310410,栗原市立栗駒病院,1,0,0,1,0,0,0,0,2016-09-01,,,,
1310436,栗原市立若柳病院,1,1,0,1,0,0,0,1,2015-04-01,,,,
1410111,真壁病院,1,1,0,1,0,0,1,0,2019-12-01,,,,
1410301,医療法人社団仙石病院,2,1,2,0,0,0,1,0,2026-01-01,MEDIUM_2026_STANDARD_START,,,
1510035,大崎市民病院岩出山分院,1,0,0,1,0,0,0,0,2012-04-01,,,,
1510076,一般財団法人佐藤病院,1,0,0,1,0,0,0,0,2014-07-01,,,,
1510126,公益財団法人宮城厚生協会 古川民主病院,1,0,0,1,0,0,0,0,2019-03-01,,,,
1510142,医療法人永仁会 永仁会病院,1,0,1,0,0,0,0,0,2020-08-01,,,,
1510233,北みやぎ外科クリニック,1,0,0,1,0,0,0,0,2021-12-01,,,,
1510589,徳永整形外科病院,0,1,0,0,0,0,1,0,,,,,
1511017,みやぎ北部循環器科,1,0,1,0,0,0,0,0,2014-04-01,,,,
1511157,大崎ミッドタウン総合メディケアクリニック,1,1,0,1,0,0,1,0,2016-10-01,,,,
1511348,星陵あすか病院,1,1,0,1,0,0,1,0,2017-05-01,,,,
1511355,三浦病院,1,0,0,1,0,0,0,0,2017-07-01,,,,
1610157,富谷中央病院,1,0,0,1,0,0,0,0,2021-01-01,,,,
2110108,蔵王町国民健康保険蔵王病院,1,0,0,1,0,0,0,0,2022-10-01,,,,
2210254,国民健康保険川崎病院,1,0,0,1,0,0,0,0,2014-09-01,,,,
2211013,みやぎ県南中核病院,4,2,4,0,0,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,13698.0,6395.0,VERIFIED_NUMERIC
2211187,川崎こころ病院,0,1,0,0,0,0,1,0,2023-07-01,,,,
2310096,丸森町国民健康保険丸森病院,2,0,0,1,1,0,0,0,2017-06-01,,,,
2610230,松島病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
2610404,りふの内科クリニック,1,0,0,0,1,0,0,0,2016-03-07,,,,
2610479,宮城利府掖済会病院,1,0,0,1,0,0,0,0,2014-01-01,,,,
2610677,医療法人寶樹会 仙塩利府病院,2,1,0,1,0,0,1,0,2026-05-01,MEDIUM_2026_STANDARD_START,,,
2710360,公立黒川病院,1,1,1,0,0,0,1,0,2025-06-01,,,,
2710741,吉岡まほろばクリニック,1,0,0,1,0,0,0,0,2019-05-01,,,,
2710881,杉山医院,1,1,0,1,0,0,0,1,2016-11-21,,,,
2810368,公立加美病院,1,0,1,0,0,0,0,0,2023-02-01,,,,
3110529,涌谷町国民健康保険病院,1,1,0,1,0,0,1,0,2016-11-01,,,,
3110842,野崎病院,1,0,0,1,0,0,0,0,2025-01-01,,,,
3110933,美里町立南郷病院,1,0,0,1,0,0,0,0,2016-11-01,,,,
3510272,女川町地域医療センター,1,0,0,1,0,0,0,0,2012-04-01,,,,
3610478,南三陸病院,1,0,1,0,0,0,0,0,2024-05-01,,,,
5110030,国家公務員共済組合連合会東北公済病院,2,1,2,0,0,0,1,0,2022-10-01,,,,
5110048,独立行政法人労働者健康安全機構東北労災病院,3,2,2,1,0,0,2,0,2026-07-01,MEDIUM_2026_STANDARD_START,,,
5110261,一般財団法人周行会 内科佐藤病院,1,0,0,1,0,0,0,0,2023-02-01,,,,
5111277,宮城中央病院,1,1,0,1,0,0,1,0,2013-01-01,,,,
5112465,ＪＲ仙台病院,1,1,1,0,0,0,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
5112564,医療法人宏人会 木町病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
5112788,西仙台病院,1,0,0,1,0,0,0,0,2023-05-01,,,,
5112853,医療法人ひろせ会 広瀬病院,1,0,0,1,0,0,0,0,2017-10-01,,,,
5113802,仙台エコー医療療育センター,1,0,0,1,0,0,0,0,2018-01-01,,,,
5114396,仙台中江病院,1,1,0,1,0,1,0,0,2025-01-01,,,,
5116250,宮城県立こども病院,1,1,1,0,0,0,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
5117845,医療法人財団明理会イムス明理会仙台総合病院,1,1,1,0,0,0,1,0,2020-06-01,,,,
5210806,公益財団法人仙台市医療センター　仙台オープン病院,2,1,2,0,0,0,1,0,2026-07-01,MEDIUM_2026_STANDARD_START,,,
5211127,中嶋病院,1,1,0,1,0,0,1,0,2016-06-01,,,,
5211812,岩切病院,1,0,1,0,0,0,0,0,2015-10-01,,,,
5211861,仙台東脳神経外科病院,1,2,0,1,0,0,2,0,2026-04-01,MEDIUM_2026_STANDARD_START,,,
5212653,仙台ペインクリニック,0,1,0,0,0,0,0,1,,,,,
5213008,東北医科薬科大学病院,6,2,5,1,0,0,2,0,2026-06-01,MEDIUM_2026_STANDARD_START,22713.0,8152.0,VERIFIED_NUMERIC
5310994,仙台整形外科病院,1,1,0,1,0,0,1,0,2012-04-01,,,,
5311927,河原町病院,1,0,0,1,0,0,0,0,2020-12-01,,,,
5312651,東北医科薬科大学若林病院,2,1,0,1,0,0,1,0,2026-03-01,MEDIUM_2026_STANDARD_START,,,
5312750,医療法人社団葵会 葵会仙台病院,1,0,0,1,0,0,0,0,2017-12-13,,,,
5410141,独立行政法人地域医療機能推進機構 仙台南病院,1,0,1,0,0,0,0,0,2026-08-01,MEDIUM_2026_STANDARD_START,,,
5410471,公益財団法人宮城厚生協会長町病院,1,0,0,1,0,0,0,0,2013-12-01,,,,
5410760,仙台赤十字病院,1,1,1,0,0,0,1,0,2023-08-01,,,,
5411511,医療法人翠十字　杜都千愛病院,1,0,0,1,0,0,0,0,2017-09-01,,,,
5411834,一般財団法人広南会 広南病院,2,3,2,0,0,1,2,0,2026-07-01,MEDIUM_2026_STANDARD_START,,,
5412642,クリニックソアーズ,1,0,0,1,0,0,0,0,2022-07-01,,,,
5413269,仙台市立病院,5,2,3,1,1,1,1,0,2025-04-01,,24142.0,7410.0,VERIFIED_NUMERIC
5414309,仙台柳生クリニック,1,0,0,1,0,0,0,0,2025-02-01,,,,
5510445,公益財団法人宮城厚生協会泉病院,1,1,1,0,0,1,0,0,2025-05-01,,,,
5510577,医療法人松田会 松田病院,1,1,1,0,0,0,1,0,2022-02-01,,,,
5511393,泉整形外科病院,2,1,0,2,0,0,1,0,2026-08-01,MEDIUM_2026_STANDARD_START,,,
5512003,泉ヶ丘クリニック,1,0,0,0,1,0,0,0,2026-03-01,MEDIUM_2026_STANDARD_START,,,
5512169,本間記念東北整形外科・東北歯科,0,1,0,0,0,0,1,0,2013-03-01,,,,
5512458,将監耳鼻咽喉科,1,0,0,1,0,0,0,0,2022-04-01,,,,
5513035,たんぽぽクリニック,1,0,0,1,0,0,0,0,2022-04-01,,,,
5513084,一般財団法人宮城県成人病予防協会附属仙台循環器病センター,1,1,1,0,0,0,1,0,2016-10-01,,,,
5513449,独立行政法人地域医療機能推進機構 仙台病院,2,1,2,0,0,0,1,0,2023-09-01,,,,
5513522,医療法人 徳洲会 仙台徳洲会病院,2,2,0,2,0,0,2,0,2022-04-01,,,,
8010146,東北大学病院,8,7,7,0,0,5,2,0,2026-06-01,MEDIUM_2026_STANDARD_START,44682.0,18181.0,VERIFIED_NUMERIC
8010179,独立行政法人国立病院機構仙台医療センター,4,3,4,0,0,1,2,0,2026-06-01,MEDIUM_2026_STANDARD_START,23404.0,7176.0,VERIFIED_NUMERIC
8010104,国立療養所東北新生園,1,0,0,1,0,0,0,0,,,,,
0110098,社会福祉法人三井記念病院,4,3,3,0,0,1,2,0,,,21804.0,9907.0,VERIFIED_NUMERIC
0114611,東京歯科大学水道橋病院,3,0,1,0,0,0,0,0,,,,,
0131128,医療法人社団あんしん会 四谷メディカルキューブ,1,1,1,0,0,0,1,0,,,,,
0170043,日本歯科大学附属病院,2,0,1,0,0,0,0,0,,,,,
0170050,公益社団法人東京都教職員互助会 三楽病院,1,2,1,0,0,1,1,0,,,,,
0170068,公益財団法人佐々木研究所附属杏雲堂病院,2,1,1,1,0,0,1,0,,,,,
0170076,医療法人財団神尾記念病院,1,0,0,1,0,0,0,0,,,,,
0170092,医療法人社団茂恵会 半蔵門病院,1,0,0,1,0,0,0,0,,,,,
0170126,日本大学病院,3,2,2,1,0,1,1,0,,,,,
0170134,国家公務員共済組合連合会九段坂病院,3,2,1,0,0,2,0,0,,,,,
9516824,東京逓信病院,5,2,2,1,1,1,1,0,,,16522.0,8397.0,VERIFIED_NUMERIC
0230557,医療法人社団高恵会築地神経科クリニック,1,2,0,0,1,0,2,0,,,,,
0232751,公益財団法人朝日生命成人病研究所附属医院,1,0,0,1,0,0,0,0,,,,,
0270751,聖路加国際病院,4,4,3,1,0,2,2,0,,,38134.0,15981.0,VERIFIED_NUMERIC
0270769,医療法人社団健育会 石川島記念病院,1,1,0,1,0,0,1,0,,,,,
8616104,国立研究開発法人国立がん研究センター中央病院,16,4,11,3,2,2,1,1,,,62619.0,12010.0,VERIFIED_NUMERIC
0314716,独立行政法人地域医療機能推進機構 東京高輪病院,1,1,1,0,0,1,0,0,,,,,
0314732,国家公務員共済組合連合会 虎の門病院,5,4,5,0,0,2,2,0,,,,,
0314757,社会福祉法人恩賜財団済生会支部東京都済生会 東京都済生会中央病院,6,3,3,2,1,1,2,0,,,,,
0317024,医療法人財団厚生会 古川橋病院,1,0,0,1,0,0,0,0,,,,,
0331983,医療法人財団順和会 山王メディカルセンター,1,2,1,0,0,1,1,0,,,,,
0370676,医療法人社団友仁会 赤坂見附 前田病院,1,1,0,1,0,0,1,0,,,,,
0370718,医療法人財団順和会 山王病院,1,1,1,0,0,0,1,0,,,,,
0370759,国際医療福祉大学三田病院,4,2,3,1,0,1,1,0,,,12919.0,7785.0,VERIFIED_NUMERIC
0370767,北里大学北里研究所病院,2,1,1,1,0,0,1,0,,,,,
0370775,公益財団法人 心臓血管研究所付属病院,1,0,1,0,0,0,0,0,,,,,
0370783,社会福祉法人恩賜財団母子愛育会総合母子保健センター愛育病院,1,1,0,0,0,0,1,0,,,,,
5870001,桜十字白金リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
8810236,東京大学医科学研究所附属病院,1,1,1,0,0,1,0,0,,,,,
0411264,社会福祉法人 聖母会 聖母病院,1,1,1,0,0,1,0,0,,,,,
0415018,東京医科大学病院,13,5,9,3,0,3,2,0,,,52942.0,23220.0,VERIFIED_NUMERIC
0415042,東京女子医科大学病院,7,7,7,0,0,3,3,1,,,31313.0,23827.0,VERIFIED_NUMERIC
0415059,独立行政法人地域医療機能推進機構 東京新宿メディカルセンター,3,3,1,2,0,1,2,0,,,,,NO_VALUE_ON_PUBLIC_PAGE
0415067,慶應義塾大学病院,13,6,7,5,0,5,1,0,,,47979.0,23983.0,VERIFIED_NUMERIC
0470070,独立行政法人地域医療機能推進機構 東京山手メディカルセンター,2,2,2,0,0,1,1,0,,,,,
0470104,医療法人社団鉄友会 柳町病院,1,0,0,1,0,0,0,0,,,,,
0470948,医療法人社団悦伝会 目白病院,1,1,1,0,0,0,0,1,,,,,
0470963,医療法人社団広恵会 春山記念病院,1,1,1,0,0,0,1,0,,,,,
5721519,帝京大学医学部附属新宿クリニック,1,1,1,0,0,0,1,0,,,,,
5721741,医療法人社団健真美　しらゆりメディカルクリニック,1,0,0,0,0,0,0,0,,,,,
5770011,地方独立行政法人東京都立病院機構　東京都立大久保病院,2,1,1,1,0,0,1,0,,,,,
8615072,国立健康危機管理研究機構 国立国際医療センター,8,3,6,2,0,2,1,0,,,,,NO_VALUE_ON_PUBLIC_PAGE
0510347,日本医科大学付属病院,10,5,7,2,1,2,3,0,,,45987.0,17250.0,VERIFIED_NUMERIC
0514836,順天堂大学医学部附属順天堂医院,8,8,5,2,1,5,2,1,,,77016.0,45252.0,VERIFIED_NUMERIC
0515775,一般財団法人慈愛会　慈愛病院,1,0,0,1,0,0,0,0,,,,,
0570010,東京健生病院,1,0,1,0,0,0,0,0,,,,,
0570937,医療法人社団大坪会 東都文京病院,1,1,1,0,0,0,1,0,,,,,
0570945,地方独立行政法人東京都立病院機構　東京都立駒込病院,6,3,6,0,0,2,1,0,,,,,NO_VALUE_ON_PUBLIC_PAGE
8814774,東京科学大学病院,9,6,7,2,0,4,2,0,,,40302.0,15470.0,VERIFIED_NUMERIC
8814790,東京大学医学部附属病院,8,7,6,2,0,5,2,0,,,0.0,0.0,VERIFIED_ZERO
0614842,浅草寺病院,1,1,1,0,0,0,1,0,,,,,
0670604,公益財団法人ライフ・エクステンション研究所付属永寿総合病院,2,2,2,0,0,0,2,0,,,,,
0670646,東京都台東区立台東病院,1,1,1,0,0,0,1,0,,,,,
0670653,医療法人社団哺育会浅草病院,1,1,1,0,0,0,1,0,,,,,
0710764,社会福祉法人恩賜財団東京都済生会向島病院,1,1,1,0,0,0,1,0,,,,,
0710772,社会福祉法人賛育会 賛育会病院,1,1,0,1,0,0,1,0,,,,,
0714857,同愛記念病院,2,1,2,0,0,0,1,0,,,,,
0770073,医療法人社団 隆靖会 墨田中央病院,1,1,1,0,0,0,1,0,,,,,
0770248,医療法人社団仁寿会中村病院,1,1,0,1,0,0,1,0,,,,,
0770677,東京都リハビリテーション病院,1,1,1,0,0,1,0,0,,,,,
0770727,湘南メディカル記念病院,1,0,0,1,0,0,0,0,,,,,
0770750,社会医療法人財団正明会山田記念病院,1,1,0,1,0,0,1,0,,,,,
0770768,医療法人社団敬智会 梶原病院,0,1,0,0,0,0,1,0,,,,,
0770784,医療法人伯鳳会 東京曳舟病院,1,1,1,0,0,0,1,0,,,,,
0770792,地方独立行政法人東京都立病院機構　東京都立墨東病院,5,3,4,1,0,1,2,0,,,,,NO_VALUE_ON_PUBLIC_PAGE
0814905,社会医療法人社団 順江会 江東病院,1,1,1,0,0,0,1,0,,,,,
0814913,社会福祉法人あそか会あそか病院,1,1,0,1,0,0,1,0,,,,,
0816736,医療法人財団寿康会 寿康会病院,1,0,0,1,0,0,0,0,,,,,
0870071,独立行政法人地域医療機能推進機構 東京城東病院,1,1,1,0,0,0,1,0,,,,,
0870113,医療法人社団修世会 木場病院,1,1,1,0,0,0,1,0,,,,,
0870832,医療法人社団恵信会友仁病院,1,0,0,1,0,0,0,0,,,,,
0870840,医社）青藍会 鈴木病院,1,0,0,1,0,0,0,0,,,,,
0870857,医療法人社団藤﨑病院,1,1,1,0,0,0,1,0,,,,,
0870899,順天堂大学医学部附属順天堂東京江東高齢者医療センター,1,2,1,0,0,1,1,0,,,,,
0870915,医療法人社団清湘会 清湘会記念病院,1,0,1,0,0,0,0,0,,,,,
0870923,公益財団法人がん研究会 有明病院,9,5,9,0,0,4,1,0,,,59448.0,14704.0,VERIFIED_NUMERIC
0870949,東京都立東部療育センター,1,1,1,0,0,0,0,1,,,,,
0870964,医療法人社団高裕会 深川立川病院,1,1,1,0,0,0,1,0,,,,,
0870972,医療法人青峰会 くじらホスピタル,1,0,0,1,0,0,0,0,,,,,
0870980,昭和医科大学江東豊洲病院,3,2,1,1,0,1,1,0,,,,,
0871004,清湘会東砂病院,1,0,1,0,0,0,0,0,,,,,
0871020,江東リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
0915413,昭和医科大学病院,6,4,4,2,0,2,2,0,,,33216.0,19712.0,VERIFIED_NUMERIC
0915801,公益財団法人河野臨牀医学研究所附属第三北品川病院,1,1,1,0,0,0,1,0,,,,,
0935387,医療法人社団 恵芳会　松脇クリニック品川,1,0,0,0,0,0,0,0,,,,,
0970012,医療法人社団有仁会 阿部病院,1,0,0,1,0,0,0,0,,,,,
0970095,ＮＴＴ東日本関東病院,5,4,5,0,0,2,2,0,,,24380.0,14703.0,VERIFIED_NUMERIC
0970533,昭和医科大学病院附属東病院,1,0,1,0,0,0,0,0,,,,,
0970541,医療法人社団旗の台病院　旗の台病院,1,1,0,1,0,0,1,0,,,,,
0970558,大崎病院 東京ハートセンター,1,0,1,0,0,0,0,0,,,,,
0970566,品川志匠会病院,1,3,0,1,0,0,1,2,,,,,
0970574,医療法人財団岩井医療財団 稲波脊椎・関節病院,1,2,0,1,0,1,1,0,,,,,
0970590,社会医療法人社団東京巨樹の会　東京品川病院,3,3,3,0,0,1,2,0,,,30888.0,7346.0,VERIFIED_NUMERIC
0970608,公益財団法人河野臨牀医学研究所附属品川リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
1012822,医療法人社団目黒厚生会　本田病院,1,0,0,1,0,0,0,0,,,,,
1015262,国家公務員共済組合連合会 東京共済病院,2,1,2,0,0,0,1,0,,,,,
1015270,国家公務員共済組合連合会三宿病院,1,1,1,0,0,0,1,0,,,,,
1029230,医療法人社団光晶会 武田医院,1,0,0,1,0,0,0,0,,,,,
1070044,総合病院厚生中央病院,2,1,1,1,0,0,1,0,,,,,
1070671,医療法人財団日扇会 第一病院,1,0,1,0,0,0,0,0,,,,,
1070689,医療法人社団爽玄会 碑文谷病院,1,1,0,1,0,0,1,0,,,,,
1070705,医療法人社団菫会 目黒病院,1,1,0,0,1,0,0,1,,,,,
1070713,東邦大学医療センター大橋病院,3,2,3,0,0,1,1,0,,,,,
8615288,独立行政法人国立病院機構東京医療センター,4,3,4,0,0,0,3,0,,,25807.0,7853.0,VERIFIED_NUMERIC
1113356,東邦大学医療センター大森病院,5,4,4,1,0,2,2,0,,,46489.0,14697.0,VERIFIED_NUMERIC
1113463,医療法人財団中島記念会 大森山王病院,1,0,0,1,0,0,0,0,,,,,
1113513,医療法人横浜未来ヘルスケアシステム 大田池上病院,1,1,1,0,0,0,1,0,,,,,
1115427,独立行政法人労働者健康安全機構東京労災病院,3,2,2,1,0,1,1,0,,,,,
1115435,日本赤十字社東京都支部大森赤十字病院,2,2,2,0,0,0,2,0,,,,,
1115443,独立行政法人地域医療機能推進機構 東京蒲田医療センター,1,1,1,0,0,0,1,0,,,,,
1119692,大田病院,1,1,1,0,0,0,1,0,,,,,
1170935,医療法人社団静恒会 本多病院,1,0,0,0,1,0,0,0,,,,,
1170950,医療法人社団松和会 池上総合病院,2,2,2,0,0,1,1,0,,,,,
1170992,医療法人社団京浜会 京浜病院,1,0,0,1,0,0,0,0,,,,,
1171073,東京ちどり病院,1,0,0,1,0,0,0,0,,,,,
1171099,東急株式会社 東急病院,1,1,1,0,0,1,0,0,,,,,
5624143,東京脊椎・関節クリニック羽田,1,1,0,1,0,0,1,0,,,,,
5624275,一般社団法人大志会　東京ハートリズムクリニック羽田,1,0,1,0,0,0,0,0,,,,,
5670005,東京蒲田病院,1,1,1,0,0,0,1,0,,,,,
5670013,社会医療法人財団仁医会牧田リハビリテーション病院,1,1,0,1,0,0,1,0,,,,,
5670021,社会医療法人財団仁医会　牧田総合病院,2,2,2,0,0,2,0,0,,,,,
5670039,地方独立行政法人東京都立病院機構　東京都立荏原病院,2,2,1,0,0,2,0,0,,,,,
5670054,医療法人社団 寿徳会 高野病院,1,0,0,1,0,0,0,0,,,,,
5670062,医療法人社団七仁会　田園調布中央病院,1,1,1,0,0,0,1,0,,,,,
1212919,一般財団法人 平和協会 駒沢病院,1,1,1,0,0,0,1,0,,,,,
1213016,社会福祉法人児玉新生会児玉経堂病院,1,0,0,1,0,0,0,0,,,,,
1213032,社会福祉法人東京有隣会 有隣病院,1,0,0,1,0,0,0,0,,,,,
1213065,一般社団法人至誠会第二病院,1,1,1,0,0,0,1,0,,,,,
1213073,世田谷中央病院,1,1,1,0,0,0,0,1,,,,,
1215292,公益財団法人日産厚生会玉川病院,2,1,2,0,0,0,1,0,,,,,
1215334,公立学校共済組合関東中央病院,3,2,3,0,0,2,0,0,,,,,
1215342,昭和医科大学烏山病院,1,1,0,0,1,1,0,0,,,,,
1216886,社会福祉法人康和会久我山病院,1,1,1,0,0,0,1,0,,,,,
1270032,古畑病院,1,0,0,1,0,0,0,0,,,,,
1270545,医療法人社団大坪会三軒茶屋病院,1,0,0,1,0,0,0,0,,,,,
1270636,医療法人社団東京せいわ会 おくさわ脳卒中リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
1270644,医療法人横浜未来ヘルスケアシステム 奥沢病院,1,0,1,0,0,0,0,0,,,,,
5523816,医療法人社団はなまる会 千歳台はなクリニック,1,0,0,1,0,0,0,0,,,,,
5525340,医療法人社団健身会 さくら中央クリニック,1,0,0,1,0,0,0,0,,,,,
5529441,医療法人社団英継会　東京血液疾患診療所,1,0,0,1,0,0,0,0,,,,,
5529839,世田谷人工関節・脊椎クリニック,1,1,0,1,0,0,1,0,,,,,
5530514,一般社団法人大志会　東京ハートリズムクリニック,1,0,1,0,0,0,0,0,,,,,
5570007,地方独立行政法人東京都立病院機構　東京都立松沢病院,2,1,2,0,0,1,0,0,,,,,
5570015,医療法人社団青泉会 下北沢病院,1,0,0,1,0,0,0,0,,,,,
5570064,医療法人社団大坪会 三軒茶屋第一病院,1,0,0,1,0,0,0,0,,,,,
5570080,医療法人社団輝生会 成城リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
5570106,医療法人社団下田緑眞会 世田谷北部病院,1,1,0,1,0,0,1,0,,,,,
8615312,国立研究開発法人 国立成育医療研究センター,1,2,1,0,0,1,1,0,,,,,
9570565,自衛隊中央病院,3,2,2,0,1,1,1,0,,,,,
1312750,医療法人内藤病院,1,0,1,0,0,0,0,0,,,,,
1315233,日本赤十字社医療センター,5,3,3,0,1,1,2,0,,,,,FETCH_RETRY
1370022,クロス病院,1,0,0,1,0,0,0,0,,,,,
1370071,ＪＲ東京総合病院,4,1,3,1,0,1,0,0,,,,,
1370105,医療法人財団東京勤労者医療会 代々木病院,1,0,0,1,0,0,0,0,,,,,
1370147,医療法人社団オリンピア会 オリンピア眼科病院,0,1,0,0,0,0,1,0,,,,,
1370154,医療法人社団 明生会 セントラル病院,1,0,1,0,0,0,0,0,,,,,
1370162,医療法人社団輝生会 初台リハビリテーション病院,1,1,0,1,0,0,1,0,,,,,
1370725,医療法人社団明生会セントラル病院松濤,1,0,0,1,0,0,0,0,,,,,
1370733,伊藤病院,1,0,1,0,0,0,0,0,,,,,
1370741,医療法人社団春陽会 参宮橋脊椎外科病院,1,1,0,1,0,0,1,0,,,,,
6021661,東京スポーツ＆整形外科クリニック北参道,0,1,0,0,0,0,1,0,,,,,
6070007,地方独立行政法人東京都立病院機構　東京都立広尾病院,2,2,2,0,0,0,2,0,,,,,
6070015,原宿リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
1410901,新渡戸記念中野総合病院,1,1,1,0,0,0,1,0,,,,,
1410976,社会福祉法人浄風園 中野江古田病院,1,0,0,1,0,0,0,0,,,,,
1428937,クリニックヨコヤマ,1,0,0,1,0,0,0,0,,,,,
1470038,社会医療法人社団健友会 中野共立病院,1,0,0,1,0,0,0,0,,,,,
1470061,一般財団法人自警会 東京警察病院,6,3,2,3,1,2,1,0,,,,,NO_VALUE_ON_PUBLIC_PAGE
1470079,医療法人財団健貢会 総合東京病院,6,3,3,2,1,1,2,0,,,21413.0,11835.0,VERIFIED_NUMERIC
1470087,医療法人社団徳静会横畠病院,1,0,1,0,0,0,0,0,,,,,
1514967,医療法人財団　荻窪病院,2,1,1,1,0,0,1,0,,,,,
1514983,社会福祉法人浴風会 浴風会病院,1,1,0,1,0,0,1,0,,,,,
1570050,医療法人社団静山会 清川病院,1,1,0,1,0,0,0,1,,,,,
1570480,医療法人社団回心会ロイヤル病院,1,0,0,1,0,0,0,0,,,,,
1570886,社会医療法人河北医療財団河北リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
1570928,一般社団法人衛生文化協会 城西病院,1,0,0,1,0,0,0,0,,,,,
1570936,医療法人財団アドベンチスト会 東京衛生アドベンチスト病院,1,1,1,0,0,0,1,0,,,,,
1570944,ニューハート・ワタナベ国際病院,1,0,1,0,0,0,0,0,,,,,
1570977,浜田山病院,1,1,0,1,0,0,0,1,,,,,
1570985,医療法人社団杏順会 越川病院,1,0,0,1,0,0,0,0,,,,,
1571017,医療法人社団 哺育会 杉並リハビリテーション病院,1,0,0,1,0,0,0,0,,,,,
1571025,医療法人社団山斗会 山中病院,1,0,0,1,0,0,0,0,,,,,
5970009,杏林大学医学部付属杉並病院,3,2,3,0,0,1,1,0,,,,,
5970017,社会医療法人河北医療財団　河北総合病院,2,2,2,0,0,1,1,0,,,,,
5970025,医療法人社団城東桐和会　タムス杉並病院,1,0,0,1,0,0,0,0,,,,,
1611474,（医社）生全会 池袋病院,1,0,1,0,0,0,0,0,,,,,
1617588,医療法人社団瑞雲会 高田馬場病院,1,0,0,1,0,0,0,0,,,,,
1617836,社会医療法人社団大成会　長汐病院,1,1,0,1,0,0,1,0,,,,,
1630938,医療法人社団景星会 大塚北口診療所,1,1,1,0,0,0,0,1,,,,,
1636000,医療法人社団育生會　山口医院,1,0,0,1,0,0,0,0,,,,,
1670017,医療法人社団日心会 総合病院一心病院,1,0,1,0,0,0,0,0,,,,,
1670892,医療法人社団仁泉会 としま昭和病院,1,0,0,1,0,0,0,0,,,,,
1670959,要町病院,1,0,0,1,0,0,0,0,,,,,
1670975,医療法人社団ENEXT　池袋西口病院,1,0,0,1,0,0,0,0,,,,,
1670991,医療法人社団久福会 関野病院,1,0,1,0,0,0,0,0,,,,,
1671007,医療法人社団敬悠会 副都心病院,1,0,0,1,0,0,0,0,,,,,
1671023,地方独立行政法人東京都立病院機構　東京都立大塚病院,3,2,2,0,0,1,1,0,,,,,
1711878,医療法人財団逸生会 大橋病院,1,0,1,0,0,0,0,0,,,,,
