pref_code,facility_code,facility_name,ct_count_medicalinfo,ctannual_medicalinfo,mriannual_medicalinfo,audit_result,medical_info_net_ID,medical_info_kikanCd,medical_info_url,checked_date
09,2310455,みずほクリニック,,,,CT設備行あり・保有台数0表示（保有未確定）,0922090010251,2090010251,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2090010251&kikanKbn=2&prefCd=09,2026-09-18
09,2310539,新島内科クリニック,,,,RETRY_INTERNAL_ERROR,0922090007549,2090007549,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2090007549&kikanKbn=2&prefCd=09,2026-09-18
09,2310737,福井セントラルクリニック,1,,,CT保有台数確認,0922090100117,2090100117,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2090100117&kikanKbn=2&prefCd=09,2026-09-18
09,2310968,ゆりなメディカルパーク,,,,CT設備行あり・保有台数0表示（保有未確定）,0922090000026,2090000026,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2090000026&kikanKbn=2&prefCd=09,2026-09-18
09,2510617,医療法人社団小沼内科胃腸科クリニック,,,,CT設備行あり・保有台数0表示（保有未確定）,0922090006556,2090006556,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2090006556&kikanKbn=2&prefCd=09,2026-09-18
10,0103768,前橋東クリニック,,,,設備欄確認・CT/MRI記載なし,1022100000040,2100000040,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000040&kikanKbn=2&prefCd=10,2026-09-18
10,0112652,医療法人　忠恕会　狩野脳神経外科医院,1,,,CT保有台数確認,1022100001888,2100001888,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001888&kikanKbn=2&prefCd=10,2026-09-18
10,0112777,前橋ふえきクリニック,,,,設備欄確認・CT/MRI記載なし,1022100001919,2100001919,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001919&kikanKbn=2&prefCd=10,2026-09-18
10,0113254,青梨子はぎわら医院,,,,設備欄確認・CT/MRI記載なし,1022100002029,2100002029,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100002029&kikanKbn=2&prefCd=10,2026-09-18
10,0210522,医療法人　眞誠会　久保医院,,,,RETRY_INTERNAL_ERROR,1022100001083,2100001083,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001083&kikanKbn=2&prefCd=10,2026-09-18
10,0211041,伊勢崎健診プラザ,,,,RETRY_INTERNAL_ERROR,1022100001099,2100001099,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001099&kikanKbn=2&prefCd=10,2026-09-18
10,0211066,安堀太田町クリニック,,,,RETRY_INTERNAL_ERROR,1022100001748,2100001748,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001748&kikanKbn=2&prefCd=10,2026-09-18
10,0310272,沼田クリニック,1,,,CT保有台数確認,1022100000996,2100000996,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000996&kikanKbn=2&prefCd=10,2026-09-18
10,0410114,医療法人　高橋会　高橋医院,,,,設備欄確認・CT/MRI記載なし,1022100000285,2100000285,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000285&kikanKbn=2&prefCd=10,2026-09-18
10,0510145,医療法人　開成日の出会　竹内医院,1,,,CT保有台数確認,1022100000969,2100000969,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000969&kikanKbn=2&prefCd=10,2026-09-18
10,0610333,ひらが脳神経外科,1,,,CT保有台数確認,1022100001647,2100001647,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001647&kikanKbn=2&prefCd=10,2026-09-18
10,1003421,土屋内科医院,1,,,CT保有台数確認,1022100000508,2100000508,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000508&kikanKbn=2&prefCd=10,2026-09-18
10,1010335,医療法人　社団　吉田会　吉田内科,1,,,CT保有台数確認,1022100000376,2100000376,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000376&kikanKbn=2&prefCd=10,2026-09-18
10,1010756,独立行政法人　国立重度知的障害者総合施設のぞみの園診療所,1,,,CT保有台数確認,1022100000426,2100000426,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000426&kikanKbn=2&prefCd=10,2026-09-18
10,1010855,もてき脳神経外科,1,,,CT保有台数確認,1022100000590,2100000590,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000590&kikanKbn=2&prefCd=10,2026-09-18
10,1010863,一般財団法人榛名荘　榛名荘病院附属高崎診療所はるな脳外科,,,,RETRY_INTERNAL_ERROR,1022100000438,2100000438,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000438&kikanKbn=2&prefCd=10,2026-09-18
10,1010871,医療法人　ラホヤ会　道又内科クリニック,,,,RETRY_INTERNAL_ERROR,1022100000377,2100000377,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000377&kikanKbn=2&prefCd=10,2026-09-18
10,1011408,こやぎ内科,,,,設備欄確認・CT/MRI記載なし,1022100000432,2100000432,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000432&kikanKbn=2&prefCd=10,2026-09-18
10,1011416,細谷医院,,,,設備欄確認・CT/MRI記載なし,1022100000905,2100000905,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100000905&kikanKbn=2&prefCd=10,2026-09-18
10,1012091,稲村クリニック　アレルギー・呼吸器内科,,,,RETRY_INTERNAL_ERROR,1022100001765,2100001765,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001765&kikanKbn=2&prefCd=10,2026-09-18
10,1012182,医療法人社団　醫侑会　小川クリニック,,,,RETRY_INTERNAL_ERROR,1022100001724,2100001724,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2100001724&kikanKbn=2&prefCd=10,2026-09-18
