raw_department,facility_count,canonical_keys,canonical_names,status
循環器,4,cardiology,循環器内科,MAPPED
心臓外,4,cardiovascular_surgery,心臓血管外科,MAPPED
思春期心療内科,4,psychosomatic,心療内科,MAPPED
感染症,4,infectious,感染症内科,MAPPED
放射線腫瘍科,4,radiology_therapy;oncology,放射線治療科;腫瘍内科,MAPPED
放治療,4,radiology_therapy,放射線治療科,MAPPED
気管食道・耳鼻いんこう科,4,ent,耳鼻咽喉科,MAPPED
気管食道耳鼻咽喉科,4,ent,耳鼻咽喉科,MAPPED
泌尿器内科,4,internal_general,内科（総合）,MAPPED
泌尿器科（男性不妊治療）,4,urology,泌尿器科,MAPPED
消化器外科・消化器内科,4,gi_surgery;gastroenterology,消化器外科;消化器内科,MAPPED
漢方アレルギー科,4,allergy,アレルギー,MAPPED
産科・婦人科,4,obgyn,産婦人科系,MAPPED
男性不妊治療外科,4,general_surgery,外科,MAPPED
疼痛緩和内,4,palliative|pain,緩和ケア|ペインクリニック,MAPPED
神経眼科,4,ophthalmology;neurology,眼科;脳神経内科,MAPPED
神経科精神科,4,psychiatry,精神科,MAPPED
糖・代・内泌内,4,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病・血液内科,4,diabetes_metabolic|hematology,糖尿病・代謝内科|血液内科,MAPPED
糖尿病代謝・内分泌内科,4,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病代謝内,4,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病内分泌科,4,diabetes_metabolic,糖尿病・代謝内科,MAPPED
総診,4,general_practice,総合診療科,MAPPED
耳鼻いんこう科→耳鼻咽喉科,4,ent,耳鼻咽喉科,MAPPED
肛門内,4,internal_general,内科（総合）,MAPPED
肝外,4,gi_surgery,消化器外科,MAPPED
肝胆膵外科,4,general_surgery|gi_surgery,外科|消化器外科,MAPPED
胃・食道外科,4,general_surgery,外科,MAPPED
胃腸内科（内視鏡）,4,gastroenterology,消化器内科,MAPPED
胃腸内視鏡内科,4,gastroenterology,消化器内科,MAPPED
脊椎脊髄外科,4,general_surgery,外科,MAPPED
腎泌尿器外科,4,urology,泌尿器科,MAPPED
腎臓・人工透析内科,4,nephrology,腎臓内科,MAPPED
腎臓・内分泌内科,4,nephrology|diabetes_metabolic,腎臓内科|糖尿病・代謝内科,MAPPED
腎臓・透析内科,4,nephrology,腎臓内科,MAPPED
腫瘍皮膚科,4,dermatology,皮膚科,MAPPED
関節外科,4,general_surgery,外科,MAPPED
（消化器,4,,,UNRESOLVED
３１０４０１,4,,,UNRESOLVED
8,3,,,UNRESOLVED
①ペインクリニック内科,3,internal_general|pain,内科（総合）|ペインクリニック,MAPPED
②人工透析内科,3,nephrology,腎臓内科,MAPPED
②消内,3,gastroenterology,消化器内科,MAPPED
②糖尿病内科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
③循環器内科,3,cardiology,循環器内科,MAPPED
③消化器内科,3,gastroenterology,消化器内科,MAPPED
こう内,3,,,UNRESOLVED
こ内,3,,,UNRESOLVED
ひ（不妊治療）,3,,,UNRESOLVED
ペインクリック内科,3,internal_general,内科（総合）,MAPPED
ペイン内科,3,internal_general|pain,内科（総合）|ペインクリニック,MAPPED
ペ外,3,pain;general_surgery,ペインクリニック;外科,MAPPED
リハビリ科,3,rehabilitation,リハビリテーション科,MAPPED
不妊治療産婦人科,3,obgyn,産婦人科系,MAPPED
乳・内泌外,3,breast_surgery;general_surgery,乳腺外科;外科,MAPPED
代謝内分泌科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
児童精神,3,psychiatry,精神科,MAPPED
児精】,3,psychiatry,精神科,MAPPED
内分内,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内分泌,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内分泌・代謝科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内分泌・糖尿病・代謝内科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内泌・糖内,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内科（循環器・糖尿病）,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内科（消化器,3,,,UNRESOLVED
内科（睡眠障害）,3,internal_general,内科（総合）,MAPPED
内科（透析）,3,nephrology,腎臓内科,MAPPED
分外,3,general_surgery,外科,MAPPED
呼吸器リハビリテーション科,3,respiratory|rehabilitation,呼吸器内科|リハビリテーション科,MAPPED
大こう外,3,colorectal_anal_surgery,肛門・大腸外科,MAPPED
大腸内,3,gastroenterology,消化器内科,MAPPED
大腸肛門科,3,colorectal_anal_surgery,肛門・大腸外科,MAPPED
女性乳腺外科,3,breast_surgery,乳腺外科,MAPPED
女性内,3,womens_medicine,女性内科,MAPPED
女性精神科,3,psychiatry,精神科,MAPPED
女性診療科,3,,,UNRESOLVED
婦人科（不妊治療・生殖医療）,3,obgyn,産婦人科系,MAPPED
小リウ,3,pediatrics;rheumatology,小児科;リウマチ・膠原病,MAPPED
小児心療科,3,pediatrics;psychosomatic,小児科;心療内科,MAPPED
小児心臓外科,3,general_surgery,外科,MAPPED
小児救急科,3,emergency,救急科,MAPPED
小児皮ふ科,3,pediatric_dermatology,小児皮膚科,MAPPED
小児耳い,3,pediatric_ent|ent,小児耳鼻咽喉科|耳鼻咽喉科,MAPPED
小児脳神経内科,3,pediatric_neurology,小児神経,MAPPED
小児血液・腫瘍内科,3,pediatrics;hematology;oncology,小児科;血液内科;腫瘍内科,MAPPED
小精,3,pediatrics;psychiatry,小児科;精神科,MAPPED
心臓・循環器内科,3,cardiology,循環器内科,MAPPED
心臓・血管内科,3,internal_general|cardiology,内科（総合）|循環器内科,MAPPED
心臓血管内,3,cardiology,循環器内科,MAPPED
新生児小児科,3,pediatrics,小児科,MAPPED
新生児科,3,pediatrics,小児科,MAPPED
泌尿器科（生殖医療）,3,urology,泌尿器科,MAPPED
消内外,3,gastroenterology;gi_surgery,消化器内科;消化器外科,MAPPED
消化器,3,gastroenterology,消化器内科,MAPPED
消化器外,3,gi_surgery,消化器外科,MAPPED
消化管外科,3,general_surgery,外科,MAPPED
漢方泌尿器科,3,urology,泌尿器科,MAPPED
特定,3,,,UNRESOLVED
理診療,3,,,UNRESOLVED
生殖医療内科,3,internal_general,内科（総合）,MAPPED
生殖医療外科,3,general_surgery,外科,MAPPED
産科婦人科,3,obgyn,産婦人科系,MAPPED
甲内,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
甲状内,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
甲状腺・内分泌内科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
病理診断,3,pathology,病理診断科,MAPPED
睡眠障害循環器内科,3,cardiology,循環器内科,MAPPED
睡眠障害科,3,sleep_medicine,睡眠医療,MAPPED
精神科・児童精神科,3,psychiatry,精神科,MAPPED
精神経,3,psychiatry,精神科,MAPPED
糖,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿代謝内科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病・内分泌内,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病代謝科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病脂質代謝内科,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
総合診療内科,3,internal_general,内科（総合）,MAPPED
緩和ケア・腫瘍内科,3,oncology|palliative,腫瘍内科|緩和ケア,MAPPED
緩和ケア）内科,3,palliative,緩和ケア,MAPPED
緩和医療内科,3,palliative,緩和ケア,MAPPED
美容外科（自費）,3,cosmetic_surgery,美容外科,MAPPED
美容形成外科,3,plastic_surgery,形成外科,MAPPED
耳鼻咽喉科・頭頚部外科,3,general_surgery|ent,外科|耳鼻咽喉科,MAPPED
耳鼻咽喉科頭頸部外科,3,head_neck_surgery|ent,頭頸部外科|耳鼻咽喉科,MAPPED
肝・胆・膵内,3,gastroenterology,消化器内科,MAPPED
肝・胆・膵外,3,gi_surgery,消化器外科,MAPPED
肝臓・胆嚢・膵臓内科,3,gastroenterology,消化器内科,MAPPED
胃腸・消化器内科,3,gastroenterology,消化器内科,MAPPED
脂質代謝内,3,diabetes_metabolic,糖尿病・代謝内科,MAPPED
脊外,3,,,UNRESOLVED
脳外科,3,general_surgery,外科,MAPPED
腎・泌尿器科,3,urology,泌尿器科,MAPPED
腎内泌代内,3,nephrology|diabetes_metabolic,腎臓内科|糖尿病・代謝内科,MAPPED
腎内（人工透析）,3,nephrology,腎臓内科,MAPPED
腎臓・高血圧内科,3,nephrology,腎臓内科,MAPPED
腎臓内科・人工透析内科,3,nephrology,腎臓内科,MAPPED
腎臓高血圧内科,3,nephrology,腎臓内科,MAPPED
腫瘍,3,oncology,腫瘍内科,MAPPED
腫瘍内科（疼痛緩和）,3,oncology|pain,腫瘍内科|ペインクリニック,MAPPED
腫瘍血液内科,3,hematology,血液内科,MAPPED
腫精,3,oncology;psychiatry,腫瘍内科;精神科,MAPPED
膠原病リウマチ科,3,rheumatology,リウマチ・膠原病,MAPPED
臓器移植外科,3,general_surgery,外科,MAPPED
臨検,3,lab_medicine,臨床検査科,MAPPED
薬内,3,internal_general,内科（総合）,MAPPED
血・化内,3,hematology,血液内科,MAPPED
血液,3,hematology,血液内科,MAPPED
血液・腎臓内科,3,nephrology,腎臓内科,MAPPED
血液・腫内,3,oncology,腫瘍内科,MAPPED
血管内,3,,,UNRESOLVED
集中治療科,3,,,UNRESOLVED
頸部外科,3,general_surgery,外科,MAPPED
食道・胃腸内科,3,gastroenterology,消化器内科,MAPPED
食道外,3,gi_surgery,消化器外科,MAPPED
高血圧内科,3,internal_general,内科（総合）,MAPPED
麻酔科（ペインクリニック）,3,anesthesiology|pain,麻酔科|ペインクリニック,MAPPED
13,2,,,UNRESOLVED
17,2,,,UNRESOLVED
18,2,,,UNRESOLVED
30,2,,,UNRESOLVED
32,2,,,UNRESOLVED
4,2,,,UNRESOLVED
54,2,,,UNRESOLVED
9,2,,,UNRESOLVED
①泌尿器科（人工透析）,2,urology,泌尿器科,MAPPED
①消化器内科②肛門外科,2,colorectal_anal_surgery,肛門・大腸外科,MAPPED
①漢方内科,2,internal_general|kampo,内科（総合）|漢方・和漢,MAPPED
①胃腸内,2,gastroenterology,消化器内科,MAPPED
②循環器内科③糖尿病内科,2,cardiology|diabetes_metabolic,循環器内科|糖尿病・代謝内科,MAPPED
②消化器内科③循環器内科,2,cardiology|gastroenterology,循環器内科|消化器内科,MAPPED
②糖尿病・内分泌内科,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
②老年精神科,2,psychiatry,精神科,MAPPED
②胃腸内科,2,gastroenterology,消化器内科,MAPPED
③児童精神科,2,psychiatry,精神科,MAPPED
がん化学療法内科,2,internal_general|oncology,内科（総合）|腫瘍内科,MAPPED
がん精神科,2,psychiatry,精神科,MAPPED
ひ（人透）,2,,,UNRESOLVED
ぺ内,2,pain,ペインクリニック,MAPPED
アレルギー・呼吸器内科,2,respiratory,呼吸器内科,MAPPED
アレルギー疾患内,2,allergy,アレルギー,MAPPED
アレルギー疾患）,2,,,UNRESOLVED
アレ内,2,allergy;internal_general,アレルギー;内科（総合）,MAPPED
ペイン内】,2,pain,ペインクリニック,MAPPED
ペイン整,2,pain;orthopedics,ペインクリニック;整形外科,MAPPED
リウマチ・アレルギー内科,2,allergy,アレルギー,MAPPED
リウマチ・アレルギー科,2,allergy,アレルギー,MAPPED
リウマチ性膠原病内科,2,rheumatology,リウマチ・膠原病,MAPPED
リハビリテーション内科,2,internal_general|rehabilitation,内科（総合）|リハビリテーション科,MAPPED
不妊外,2,,,UNRESOLVED
不妊治療,2,,,UNRESOLVED
不妊治療・女性内科,2,womens_medicine,女性内科,MAPPED
不妊治療内科,2,internal_general,内科（総合）,MAPPED
不妊治療泌尿器科,2,urology,泌尿器科,MAPPED
不妊治療）,2,,,UNRESOLVED
乳外】,2,,,UNRESOLVED
乳線外科,2,general_surgery,外科,MAPPED
乳腺・内分泌内科,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
乳腺腫瘍外科,2,general_surgery,外科,MAPPED
人内,2,,,UNRESOLVED
人工透析血管外科,2,cardiovascular_surgery,心臓血管外科,MAPPED
代謝・内分泌内,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
代謝・内泌内,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
免疫内科,2,internal_general,内科（総合）,MAPPED
児童心療内科,2,psychosomatic,心療内科,MAPPED
内分泌・代謝内科（糖尿病）,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内分泌内科（甲状腺）,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内分泌小児科,2,pediatrics,小児科,MAPPED
内分泌糖尿病内,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内科・循環器内科,2,cardiology,循環器内科,MAPPED
内科（循環器,2,cardiology,循環器内科,MAPPED
内科（糖尿病,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内科（緩和ケア）,2,palliative,緩和ケア,MAPPED
内科（訪問診療）,2,internal_general,内科（総合）,MAPPED
内視,2,gastroenterology,消化器内科,MAPPED
内視内】,2,gastroenterology,消化器内科,MAPPED
内視鏡,2,gastroenterology,消化器内科,MAPPED
内視鏡外科（大腸・胃）,2,gi_surgery,消化器外科,MAPPED
内視鏡）,2,gastroenterology,消化器内科,MAPPED
内（ペイン）,2,pain;internal_general,ペインクリニック;内科（総合）,MAPPED
内（人工透析）,2,nephrology,腎臓内科,MAPPED
化学療法外科,2,general_surgery,外科,MAPPED
口腔外科,2,general_surgery,外科,MAPPED
口腔腫瘍外科,2,general_surgery,外科,MAPPED
呼・アレ,2,respiratory;allergy,呼吸器内科;アレルギー,MAPPED
呼・ア内,2,respiratory;allergy,呼吸器内科;アレルギー,MAPPED
呼吸器・腫瘍内科,2,respiratory|oncology,呼吸器内科|腫瘍内科,MAPPED
呼吸器内,2,respiratory,呼吸器内科,MAPPED
呼吸器外,2,respiratory|resp_surgery,呼吸器内科|呼吸器外科,MAPPED
在宅診療科,2,,,UNRESOLVED
外科・消化器外科,2,gi_surgery,消化器外科,MAPPED
外科（乳腺外科）,2,breast_surgery,乳腺外科,MAPPED
外科（化学療法）,2,general_surgery,外科,MAPPED
大・こう外,2,colorectal_anal_surgery,肛門・大腸外科,MAPPED
大外,2,,,UNRESOLVED
大腸・肛門,2,colorectal_anal_surgery,肛門・大腸外科,MAPPED
大腸内視鏡内科,2,gastroenterology,消化器内科,MAPPED
大腸肛門内科,2,internal_general,内科（総合）,MAPPED
大腸肛門外,2,colorectal_anal_surgery,肛門・大腸外科,MAPPED
女外,2,,,UNRESOLVED
婦人科（生殖医療・不妊治療）,2,obgyn,産婦人科系,MAPPED
婦人腫瘍科,2,obgyn;oncology,産婦人科系;腫瘍内科,MAPPED
小ア,2,pediatric_allergy,小児アレルギー,MAPPED
小児アレ,2,pediatric_allergy,小児アレルギー,MAPPED
小児・新生児科,2,pediatrics,小児科,MAPPED
小児内分泌・代謝内科,2,pediatrics;diabetes_metabolic,小児科;糖尿病・代謝内科,MAPPED
小児感染症内科,2,pediatrics;infectious,小児科;感染症内科,MAPPED
小児漢方内科,2,kampo,漢方・和漢,MAPPED
小児皮,2,pediatric_dermatology,小児皮膚科,MAPPED
小児神経内,2,pediatric_neurology,小児神経,MAPPED
小児科（腎臓）,2,pediatrics,小児科,MAPPED
小児耳鼻咽頭科,2,pediatric_ent,小児耳鼻咽喉科,MAPPED
小児血液内科,2,pediatrics;hematology,小児科;血液内科,MAPPED
小内,2,pediatrics,小児科,MAPPED
小心外,2,pediatric_surgery;cardiovascular_surgery,小児外科;心臓血管外科,MAPPED
小救急,2,emergency,救急科,MAPPED
小神,2,pediatric_neurology,小児神経,MAPPED
小脳外,2,pediatrics;neurosurgery,小児科;脳神経外科,MAPPED
形成外科・美容外科,2,plastic_surgery|cosmetic_surgery,形成外科|美容外科,MAPPED
循環器救急科,2,emergency,救急科,MAPPED
循環器科内科,2,cardiology,循環器内科,MAPPED
心小,2,,,UNRESOLVED
心療,2,,,UNRESOLVED
心精,2,,,UNRESOLVED
心臓リハ,2,,,UNRESOLVED
心臓・血管外科,2,cardiovascular_surgery,心臓血管外科,MAPPED
心臓小児科,2,pediatrics,小児科,MAPPED
心血内,2,hematology,血液内科,MAPPED
思春期小児科,2,pediatrics,小児科,MAPPED
感染症・呼吸器内科,2,respiratory,呼吸器内科,MAPPED
感染症泌尿器科,2,urology,泌尿器科,MAPPED
放射線診断料,2,radiology_diagnostic,放射線診断科,MAPPED
放射線診断科・放射線治療科,2,radiology_diagnostic|radiology_therapy,放射線診断科|放射線治療科,MAPPED
救命救急科,2,emergency,救急科,MAPPED
救急診療科,2,emergency,救急科,MAPPED
整形外科・リウマチ科,2,rheumatology|orthopedics,リウマチ・膠原病|整形外科,MAPPED
新生児,2,,,UNRESOLVED
新生児内,2,,,UNRESOLVED
気食・耳い,2,ent,耳鼻咽喉科,MAPPED
泌尿器科（男性不妊）,2,urology,泌尿器科,MAPPED
泌尿器科（血液透析）,2,urology,泌尿器科,MAPPED
消・肝内,2,gastroenterology,消化器内科,MAPPED
消内視内,2,gastroenterology,消化器内科,MAPPED
消内（胃内）,2,gastroenterology,消化器内科,MAPPED
消化器・乳腺外科,2,breast_surgery,乳腺外科,MAPPED
消化器・代謝内科,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
消化器・糖尿病内科,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
消化器・肛門外科,2,colorectal_anal_surgery,肛門・大腸外科,MAPPED
消化器内科・肝臓内科,2,gastroenterology,消化器内科,MAPPED
消化器内科外科,2,general_surgery,外科,MAPPED
消化器内科（内視鏡・肝臓）,2,gastroenterology,消化器内科,MAPPED
消化器科（胃腸科）,2,gastroenterology,消化器内科,MAPPED
消化器腫瘍内科,2,oncology,腫瘍内科,MAPPED
漢小,2,,,UNRESOLVED
漢方リウマチ科,2,rheumatology,リウマチ・膠原病,MAPPED
漢方外科,2,general_surgery,外科,MAPPED
漢方心療内科,2,psychosomatic,心療内科,MAPPED
漢方産婦人科,2,obgyn,産婦人科系,MAPPED
漢方眼科,2,ophthalmology,眼科,MAPPED
漢皮,2,,,UNRESOLVED
漢精,2,,,UNRESOLVED
炎症性腸疾患内科,2,internal_general,内科（総合）,MAPPED
物忘れ外来,2,,,UNRESOLVED
生殖婦,2,,,UNRESOLVED
産婦人科（不妊治療・生殖医療）,2,obgyn,産婦人科系,MAPPED
産婦人科（内視鏡）,2,obgyn,産婦人科系,MAPPED
産婦人科（産科,2,obgyn,産婦人科系,MAPPED
産婦（不妊治療）,2,,,UNRESOLVED
疼外,2,,,UNRESOLVED
疼痛緩和内科（漢方）,2,palliative|pain,緩和ケア|ペインクリニック,MAPPED
発達小児,2,,,UNRESOLVED
発達小児科,2,pediatrics,小児科,MAPPED
皮アレ,2,,,UNRESOLVED
皮フ科,2,,,UNRESOLVED
皮外,2,,,UNRESOLVED
皮膚泌尿器科,2,urology,泌尿器科,MAPPED
皮膚科・皮膚腫瘍科,2,dermatology,皮膚科,MAPPED
眼形成外科,2,plastic_surgery,形成外科,MAPPED
睡呼内,2,respiratory,呼吸器内科,MAPPED
睡眠障害外科,2,general_surgery,外科,MAPPED
睡眠障害耳鼻いんこう科,2,sleep_medicine|ent,睡眠医療|耳鼻咽喉科,MAPPED
神小,2,,,UNRESOLVED
神経・精神科,2,psychiatry,精神科,MAPPED
神経放射線科,2,radiology,放射線科,MAPPED
神経泌尿器科,2,urology,泌尿器科,MAPPED
精神（神経）科,2,,,UNRESOLVED
糖・代謝内,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖・内分泌内,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖・内泌・代内,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖内泌代内,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病・内分泌科,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病内科・内分泌内科,2,diabetes_metabolic,糖尿病・代謝内科,MAPPED
緩ケア,2,,,UNRESOLVED
緩ケア外,2,,,UNRESOLVED
美容・形成外科,2,plastic_surgery,形成外科,MAPPED
美容婦人科,2,obgyn,産婦人科系,MAPPED
美容皮フ科,2,cosmetic_dermatology,美容皮膚科,MAPPED
美容皮膚,2,cosmetic_dermatology,美容皮膚科,MAPPED
老年,2,,,UNRESOLVED
老年病内科,2,internal_general,内科（総合）,MAPPED
老年神経内科,2,neurology,脳神経内科,MAPPED
老年科,2,,,UNRESOLVED
老年精神,2,psychiatry,精神科,MAPPED
耳鼻いんこう・頭頸部外科,2,head_neck_surgery|ent,頭頸部外科|耳鼻咽喉科,MAPPED
耳鼻咽喉・頭頚部外科,2,general_surgery|ent,外科|耳鼻咽喉科,MAPPED
耳鼻科,2,,,UNRESOLVED
肛門,2,,,UNRESOLVED
肛門内科・肛門外科,2,internal_general|colorectal_anal_surgery,内科（総合）|肛門・大腸外科,MAPPED
肝胆膵内科,2,internal_general,内科（総合）,MAPPED
肝臓,2,,,UNRESOLVED
肝臓・消化器内科（内視鏡）,2,gastroenterology,消化器内科,MAPPED
肝臓・胃腸内科,2,gastroenterology,消化器内科,MAPPED
肝臓・胆のう・膵臓・移植外科,2,general_surgery,外科,MAPPED
肝臓・胆嚢・膵臓外科,2,general_surgery,外科,MAPPED
肝臓消化器内科,2,gastroenterology,消化器内科,MAPPED
肝臓胆嚢膵臓内,2,gastroenterology,消化器内科,MAPPED
胃内】,2,gastroenterology,消化器内科,MAPPED
胃腸・内視鏡内科,2,gastroenterology,消化器内科,MAPPED
胃腸・肛門外科,2,colorectal_anal_surgery,肛門・大腸外科,MAPPED
胃腸・肝臓内科,2,gastroenterology,消化器内科,MAPPED
胃腸科外科,2,general_surgery,外科,MAPPED
胸部・乳腺外科,2,breast_surgery,乳腺外科,MAPPED
脳卒中外科,2,general_surgery,外科,MAPPED
脳卒中科,2,,,UNRESOLVED
脳小,2,,,UNRESOLVED
脳神経リハビリテーション科,2,rehabilitation,リハビリテーション科,MAPPED
脳腫瘍外科,2,general_surgery,外科,MAPPED
腎ひ,2,,,UNRESOLVED
腎・泌尿器外科,2,urology,泌尿器科,MAPPED
腎・透内,2,nephrology,腎臓内科,MAPPED
腎・高血圧内科,2,internal_general,内科（総合）,MAPPED
腎内（透析）,2,nephrology,腎臓内科,MAPPED
腎内（透）,2,nephrology,腎臓内科,MAPPED
腎泌尿器科,2,urology,泌尿器科,MAPPED
腎泌尿器科（人工透析）,2,urology,泌尿器科,MAPPED
腎臓リウマチ科,2,nephrology|rheumatology,腎臓内科|リウマチ・膠原病,MAPPED
腎臓・代謝内科,2,nephrology|diabetes_metabolic,腎臓内科|糖尿病・代謝内科,MAPPED
腎臓・内分泌・代謝内科,2,nephrology|diabetes_metabolic,腎臓内科|糖尿病・代謝内科,MAPPED
腎臓・膠原病内科,2,nephrology|rheumatology,腎臓内科|リウマチ・膠原病,MAPPED
腎臓内科・リウマチ科,2,nephrology|rheumatology,腎臓内科|リウマチ・膠原病,MAPPED
腎臓内科（血液透析）,2,nephrology,腎臓内科,MAPPED
腎臓外科（臓器移植）,2,general_surgery,外科,MAPPED
腎臓小児科,2,pediatrics,小児科,MAPPED
腎臓透析内科,2,nephrology,腎臓内科,MAPPED
膝関節外科,2,general_surgery,外科,MAPPED
膠原病リウマチ内,2,rheumatology,リウマチ・膠原病,MAPPED
膠原病科,2,,,UNRESOLVED
膵内,2,,,UNRESOLVED
膵外,2,,,UNRESOLVED
臨床検査,2,lab_medicine,臨床検査科,MAPPED
臨床腫瘍科,2,lab_medicine,臨床検査科,MAPPED
血液リウマチ科,2,rheumatology,リウマチ・膠原病,MAPPED
血液・膠原病内科,2,rheumatology,リウマチ・膠原病,MAPPED
血液透析,2,,,UNRESOLVED
血液透析科,2,,,UNRESOLVED
血腫内,2,oncology,腫瘍内科,MAPPED
訪問診療科,2,,,UNRESOLVED
透析内,2,nephrology,腎臓内科,MAPPED
遺伝子診療科,2,,,UNRESOLVED
頭頚部・耳鼻いんこう科,2,ent,耳鼻咽喉科,MAPPED
食外,2,,,UNRESOLVED
食道・胃外科,2,general_surgery|gi_surgery,外科|消化器外科,MAPPED
食道内科,2,internal_general,内科（総合）,MAPPED
骨軟部腫瘍科,2,,,UNRESOLVED
高齢者心療内科,2,psychosomatic,心療内科,MAPPED
高齢者臨床検査科,2,lab_medicine,臨床検査科,MAPPED
麻（ペイン）,2,,,UNRESOLVED
（主）循環器内科,2,cardiology,循環器内科,MAPPED
（主）消化器内科,2,gastroenterology,消化器内科,MAPPED
（気管食道,2,,,UNRESOLVED
（脳）小,2,,,UNRESOLVED
（腎臓,2,nephrology,腎臓内科,MAPPED
023,1,,,UNRESOLVED
024,1,,,UNRESOLVED
026,1,,,UNRESOLVED
030,1,,,UNRESOLVED
034,1,,,UNRESOLVED
036,1,,,UNRESOLVED
052,1,,,UNRESOLVED
053,1,,,UNRESOLVED
066,1,,,UNRESOLVED
083,1,,,UNRESOLVED
10,1,,,UNRESOLVED
100,1,,,UNRESOLVED
101,1,,,UNRESOLVED
102,1,,,UNRESOLVED
110,1,,,UNRESOLVED
12,1,,,UNRESOLVED
14,1,,,UNRESOLVED
15,1,,,UNRESOLVED
153,1,,,UNRESOLVED
157,1,,,UNRESOLVED
178,1,,,UNRESOLVED
182,1,,,UNRESOLVED
21,1,,,UNRESOLVED
3,1,,,UNRESOLVED
31,1,,,UNRESOLVED
325,1,,,UNRESOLVED
39,1,,,UNRESOLVED
40,1,,,UNRESOLVED
42,1,,,UNRESOLVED
43,1,,,UNRESOLVED
46,1,,,UNRESOLVED
48,1,,,UNRESOLVED
52,1,,,UNRESOLVED
57,1,,,UNRESOLVED
7,1,,,UNRESOLVED
72,1,,,UNRESOLVED
90,1,,,UNRESOLVED
①ペインクリニック内科②漢方内科,1,internal_general|kampo|pain,内科（総合）|漢方・和漢|ペインクリニック,MAPPED
①乳外②消内,1,,,UNRESOLVED
①乳腺外科,1,breast_surgery,乳腺外科,MAPPED
①人工透析内科,1,nephrology,腎臓内科,MAPPED
①人工透析内科②腎臓内科,1,nephrology,腎臓内科,MAPPED
①内分泌内,1,diabetes_metabolic,糖尿病・代謝内科,MAPPED
①内科（在宅）,1,internal_general,内科（総合）,MAPPED
①内（人工透析）③腎臓内科,1,nephrology,腎臓内科,MAPPED
①外科（人工透析）,1,general_surgery,外科,MAPPED
①大腸・胃内視鏡内科,1,gastroenterology,消化器内科,MAPPED
①放射線治療科,1,radiology_therapy,放射線治療科,MAPPED
①消化器内,1,gastroenterology,消化器内科,MAPPED
①消化器外科,1,gi_surgery,消化器外科,MAPPED
①男性泌尿器科,1,urology,泌尿器科,MAPPED
①糖尿病内科,1,diabetes_metabolic,糖尿病・代謝内科,MAPPED
①糖尿病内科②内分泌内科,1,diabetes_metabolic,糖尿病・代謝内科,MAPPED
①老年内科②糖尿病内科,1,diabetes_metabolic|geriatrics,糖尿病・代謝内科|老年内科,MAPPED
①肝臓内科,1,gastroenterology,消化器内科,MAPPED
①腎臓内科（人工透析）,1,nephrology,腎臓内科,MAPPED
①腎臓泌尿器科,1,urology,泌尿器科,MAPPED
①透析内科②腎臓内科,1,nephrology,腎臓内科,MAPPED
②ペインクリニック内科,1,internal_general|pain,内科（総合）|ペインクリニック,MAPPED
②ペインクリニック内科③緩和ケア内科,1,palliative|pain,緩和ケア|ペインクリニック,MAPPED
②乳腺外科③胃腸内科,1,breast_surgery,乳腺外科,MAPPED
②児童思春期精神科④老年精神科,1,psychiatry,精神科,MAPPED
②内分泌・代謝内科③漢方内科,1,diabetes_metabolic|kampo,糖尿病・代謝内科|漢方・和漢,MAPPED
