pref_code,facility_code,map_type,map_name,standard_name,standard_address,in_equipment_master,CT_confirmed_detail,MRI_confirmed_detail,CT_detail_classes,MRI_detail_classes,standard_latest_start_date,detail_status,medical_info_net_ID,medical_info_net_name,medical_info_net_address,medical_info_match_method,medical_info_detail_url,next_action,medical_info_kikanCd,medical_info_detail_url_corrected,medical_info_audit_status,medical_info_ct_count,medical_info_ctannual,medical_info_mriannual
08,0312082,無床診療所,岡田整形外科クリニック,岡田整形外科クリニック,土浦市木田余１６４６番地ー１,False,False,False,,,令和 5年 7月 1日,装置種別未確定,082208593085,岡田整形外科クリニック,茨城県土浦市木田余１６４６－１,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208593085&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208593085,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208593085&kikanKbn=2&prefCd=08,設備欄あり・CT/MRI記載なし,,,
08,0312264,無床診療所,土浦ベリルクリニック,土浦ベリルクリニック,土浦市都和四丁目４０２２－２,False,False,False,,,令和 2年 1月 1日,装置種別未確定,082208595438,土浦ベリルクリニック,茨城県土浦市都和４丁目２０２２番２号,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208595438&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208595438,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208595438&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0312298,無床診療所,おおくぼ脳脊椎クリニック,おおくぼ脳脊椎クリニック,土浦市並木５－４０７９－１,False,False,False,,,平成26年 5月 1日,装置種別未確定,082208596158,おおくぼ脳脊椎クリニック,茨城県土浦市並木５－４０７９－１,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208596158&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208596158,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208596158&kikanKbn=2&prefCd=08,設備欄未確認,,,
08,0312520,無床診療所,中高津クリニック,中高津クリニック,土浦市中高津３丁目１番４号,False,False,False,,,令和元年12月 1日,装置種別未確定,082208599537,中高津クリニック,茨城県土浦市中高津３－１－４,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208599537&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208599537,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208599537&kikanKbn=2&prefCd=08,設備欄未掲載・CT/MRI未確認,,,
08,0312645,無床診療所,かすみファミリークリニック,かすみファミリークリニック,土浦市乙戸１１－１１,False,False,False,,,令和 5年 5月 1日,装置種別未確定,082208770790,かすみファミリークリニック,茨城県土浦市乙戸１１－１１,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208770790&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208770790,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208770790&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0410746,無床診療所,医療法人賢友会 長島外科,医療法人賢友会　長島外科,古河市本町１－９－１５,False,False,False,,,平成24年 4月 1日,装置種別未確定,082208651471,医療法人賢友会長島外科,茨城県古河市本町１－９－１５,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208651471&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208651471,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208651471&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0411041,無床診療所,平嶋胃腸科外科医院,平嶋胃腸科外科医院,古河市駒羽根１３４,False,False,False,,,平成28年 4月 1日,装置種別未確定,,,,,,ID再照合,,,,,,
08,0411744,無床診療所,腎臓・透析クリニック こが,腎臓・透析クリニック　こが,古河市西牛谷１８７,False,False,False,,,令和 5年 1月 1日,装置種別未確定,,,,,,ID再照合,,,,,,
08,0411793,無床診療所,かぼちゃ総合診療クリニック,かぼちゃ総合診療クリニック,古河市釈迦２７８番地１,False,False,False,,,令和 7年 4月 1日,装置種別未確定,,,,,,ID再照合,,,,,,
08,0510669,無床診療所,医療法人 芹澤医院,医療法人　芹澤医院,石岡市石岡３１６５ー１７,False,False,False,,,平成24年 4月 1日,装置種別未確定,082208592495,医療法人芹澤医院,茨城県石岡市石岡３１６５番地１７,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208592495&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208592495,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208592495&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0510735,無床診療所,医療法人 回生会 藤井内科クリニック,医療法人　回生会　藤井内科クリニック,石岡市鹿の子二丁目１番３６号,False,False,False,,,平成24年 4月 1日,装置種別未確定,082208592479,医療法人回生会藤井内科クリニック,茨城県石岡市鹿の子２－１－３６,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208592479&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208592479,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208592479&kikanKbn=2&prefCd=08,設備欄未掲載・CT/MRI未確認,,,
08,0510883,無床診療所,杉並クリニック,杉並クリニック,石岡市杉並二丁目２番１９号,False,False,False,,,平成29年11月 1日,装置種別未確定,082208592600,杉並クリニック,茨城県石岡市杉並２丁目２－１９,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208592600&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208592600,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208592600&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0610196,無床診療所,医療法人社団 新井内科医院,医療法人社団　新井内科医院,筑西市甲１４６,False,False,False,,,平成24年 4月 1日,装置種別未確定,082208620260,医療法人社団新井内科医院,茨城県筑西市甲１４６,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208620260&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208620260,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208620260&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0610709,無床診療所,下館胃腸科医院,下館胃腸科医院,筑西市二木成１５１９,False,False,False,,,平成24年 4月 1日,装置種別未確定,082208621049,下館胃腸科医院,茨城県筑西市二木成１５１９,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208621049&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208621049,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208621049&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0611129,無床診療所,かくらいクリニック,かくらいクリニック,筑西市松原２２８,False,False,False,,,平成24年 4月 1日,装置種別未確定,,,,,,ID再照合,,,,,,
08,0611228,無床診療所,落合医院,落合医院,筑西市小栗５６１６－１,False,False,False,,,令和 6年 6月 1日,装置種別未確定,,,,,,ID再照合,,,,,,
08,0611665,無床診療所,とみざわハートクリニック,とみざわハートクリニック,筑西市女方６８８－１,False,False,False,,,令和 7年10月 1日,装置種別未確定,082208625698,とみざわハートクリニック,茨城県筑西市女方６８８番地１,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208625698&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208625698,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208625698&kikanKbn=2&prefCd=08,設備欄未確認,,,
08,0611699,無床診療所,あけの元気館前クリニック,あけの元気館前クリニック,筑西市松原１５６４番地５,False,False,False,,,平成30年 6月 1日,装置種別未確定,082208781992,あけの元気館前クリニック,茨城県筑西市松原１５６４－５,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208781992&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208781992,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208781992&kikanKbn=2&prefCd=08,設備欄未確認,,,
08,0611772,無床診療所,かわしま内科クリニック,かわしま内科クリニック,筑西市伊佐山２４８番１０,False,False,False,,,平成31年 1月 1日,装置種別未確定,082208622697,かわしま内科クリニック,茨城県筑西市伊佐山２４８－１０,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208622697&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208622697,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208622697&kikanKbn=2&prefCd=08,設備欄未確認,,,
08,0611848,無床診療所,てつか脳神経外科クリニック,てつか脳神経外科クリニック,筑西市二木成１９３０番地,False,False,False,,,令和 6年 1月 1日,装置種別未確定,0822080003606,てつか脳神経外科クリニック,茨城県筑西市二木成１９３０,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2080003606&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,2080003606,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2080003606&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0710780,無床診療所,医療法人同仁会 みやたクリニック,医療法人同仁会　みやたクリニック,結城市大字結城１１４４４番地６,False,False,False,,,令和 6年12月 1日,装置種別未確定,082208620505,医療法人同仁会みやたクリニック,茨城県結城市結城１１４４４－６,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208620505&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208620505,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208620505&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
08,0811034,無床診療所,中村クリニック,中村クリニック,龍ケ崎市六斗蒔８６９０番１,False,False,False,,,平成30年 4月 1日,装置種別未確定,082208581828,中村クリニック,茨城県龍ケ崎市六斗蒔８６９０－１,都道府県+正規化名称一意一致,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=2208581828&kikanKbn=2&prefCd=08,医療情報ネット詳細確認,208581828,https://www.iryou.teikyouseido.mhlw.go.jp/znk-web/juminkanja/S2430/initialize?kikanCd=208581828&kikanKbn=2&prefCd=08,CT保有台数確認,1,,
