pref_code,facility_code,map_type,map_name,map_beds,in_equipment_master
13,0970095,病院,ＮＴＴ東日本関東病院,594,True
13,0970491,病院,いすゞ病院,20,False
13,0970533,病院,昭和医科大学病院附属東病院,199,True
13,0970541,病院,医療法人社団 旗の台病院 旗の台病院,60,True
13,0970558,病院,大崎病院 東京ハートセンター,88,True
13,0970566,病院,品川志匠会病院,66,True
13,0970574,病院,医療法人財団 岩井医療財団 稲波脊椎・関節病院,60,True
13,0970590,病院,社会医療法人社団 東京巨樹の会 東京品川病院,440,True
13,0970608,病院,公益財団法人 河野臨牀医学研究所 附属 品川リハビリテーション病院,130,True
13,1012822,病院,医療法人社団 目黒厚生会 本田病院,72,True
13,1015262,病院,国家公務員共済組合連合会 東京共済病院,350,True
13,1015270,病院,国家公務員共済組合連合会 三宿病院,238,True
13,1028612,無床診療所,医療法人社団 優愛会 目黒ゆうあいクリニック,0,False
13,1029230,有床診療所,医療法人社団 光晶会 武田医院,1,True
13,1029933,無床診療所,医療法人社団 まなの会 マミーズクリニック,0,False
13,1031145,無床診療所,医療法人社団 明里樹 皮膚科呉クリニック,0,False
13,1031541,無床診療所,医療法人社団 放栄会 メディカルスキャニング自由が丘,0,False
13,1032069,無床診療所,ＬＯＣＯ ＳＣＡＮ ＣＬＩＮＩＣ,0,False
13,1032317,無床診療所,自由が丘脳神経頭痛めまいクリニック,0,False
13,1032382,無床診療所,医療法人社団 慶里会 都立大石森脳神経外科,0,False
13,1032747,無床診療所,けやき脳神経リハビリクリニック,0,False
13,1032887,無床診療所,いしさか脳神経外科クリニック,0,False
13,1070044,病院,総合病院厚生中央病院,320,True
13,1070671,病院,医療法人財団 日扇会 第一病院,46,True
13,1070689,病院,医療法人社団 爽玄会 碑文谷病院,72,True
13,1070705,病院,医療法人社団 菫会 目黒病院,60,True
13,1070713,病院,東邦大学医療センター大橋病院,320,True
13,1070721,病院,医療法人社団 爽玄会 なかねの森病院,43,False
13,1113356,病院,東邦大学医療センター大森病院,895,True
13,1113463,病院,医療法人財団 中島記念会 大森山王病院,65,True
13,1113513,病院,医療法人 横浜未来ヘルスケアシステム 大田池上病院,144,True
13,1115427,病院,東京労災病院,400,True
13,1115435,病院,日本赤十字社東京都支部 大森赤十字病院,344,True
13,1115443,病院,独立行政法人 地域医療機能推進機構 東京蒲田医療センター,230,True
13,1119692,病院,大田病院,189,True
13,1131242,無床診療所,医療法人社団 松英会 馬込中央診療所,0,False
13,1132349,有床診療所,医療法人社団英信会 みやしたメディカルクリニック,13,False
13,1133644,無床診療所,東海渡井クリニック,0,False
13,1133792,無床診療所,医療法人社団 仁康会 川田医院,0,False
13,1133818,無床診療所,医療法人社団 誠動会 テクノポートクリニック,0,False
13,1135318,無床診療所,医療法人社団 壮友会 山口医院,0,False
13,1136548,無床診療所,大田病院附属大森中診療所,0,False
13,1136563,無床診療所,医療法人社団 伊藤医院,0,False
13,1136944,無床診療所,医療法人社団 城南内科クリニック,0,False
13,1137884,無床診療所,医療法人社団 弘親会 名和医院,0,False
13,1138536,無床診療所,医療法人社団 慶診会 Ｋクリニック山王,0,False
13,1138841,無床診療所,千束呼吸器アレルギークリニック,0,False
13,1138973,無床診療所,藤倉医院,0,False
13,1139260,無床診療所,清木クリニック,0,False
13,1170935,病院,医療法人社団 静恒会 本多病院,47,True
13,1170950,病院,医療法人社団 松和会 池上総合病院,384,True
13,1170992,病院,医療法人社団 京浜会 京浜病院,82,True
13,1171073,病院,医療法人社団 メドビュー 東京ちどり病院,98,True
13,1171099,病院,東急 株式会社 東急病院,135,True
13,1212919,病院,一般財団法人 平和協会 駒沢病院,83,True
13,1213016,病院,社会福祉法人 児玉新生会 児玉経堂病院,120,True
13,1213032,病院,社会福祉法人 東京有隣会 有隣病院,199,True
13,1213065,病院,一般社団法人 至誠会 第二病院,301,True
13,1213073,病院,医療法人社団 さくら会 世田谷中央病院,131,True
13,1215292,病院,公益財団法人 日産厚生会 玉川病院,381,True
13,1215334,病院,公立学校共済組合 関東中央病院,383,True
13,1215342,病院,昭和医科大学烏山病院,340,True
13,1216886,病院,社会福祉法人 康和会 久我山病院,199,True
13,1234681,無床診療所,医療法人社団 久富医院,0,False
13,1270032,病院,古畑病院,39,True
13,1270545,病院,医療法人社団 大坪会 三軒茶屋病院,247,True
13,1270636,病院,医療法人社団 東京せいわ会 おくさわ脳卒中リハビリテーション病院,82,True
13,1270644,病院,医療法人 横浜未来ヘルスケアシステム 奥沢病院,62,True
13,1312750,病院,医療法人 内藤病院,53,True
13,1315233,病院,日本赤十字社医療センター,645,True
13,1325786,無床診療所,医療法人 宝生会 ＰＬ病院東京診療所,0,False
13,1330190,無床診療所,医療法人社団 鶴亀会 新宿つるかめクリニック,0,False
13,1331602,無床診療所,医療法人社団 鳳凰会 フェニックスメディカルクリニック,0,False
13,1332048,無床診療所,医療法人社団 碧生会 水町エム・アールクリニック千駄ヶ谷,0,False
13,1333947,無床診療所,医療法人社団 誠心堂会 笠原クリニック,0,False
13,1334184,無床診療所,医療法人社団 水聖会 メディカルスキャニング渋谷 橋本省三記念クリニック,0,False
13,1334309,無床診療所,代官山診療所,0,False
13,1335231,無床診療所,医療法人社団 ひさわ会 久野マインズタワークリニック,0,False
13,1336064,無床診療所,医療法人社団 東京桜十字 恵比寿ガーデンプレイス桜十字クリニック,0,False
13,1336957,無床診療所,医療法人社団 英麗会 東京頭痛クリニック,0,False
13,1337666,無床診療所,医療法人社団 愈光会 Ｃｌｉｎｉｃ Ｃ４,0,False
13,1337765,無床診療所,医療法人社団 東京桜十字 恵比寿桜十字クリニック,0,False
13,1338292,無床診療所,医療法人社団 放栄会 メディカルスキャニング恵比寿,0,False
13,1339472,無床診療所,医療法人社団 バリューメディカル バリューＨＲビルクリニック,0,False
13,1339480,無床診療所,恵比寿脳神経外科・内科クリニック,0,False
13,1370022,病院,クロス病院,42,True
13,1370071,病院,ＪＲ東京総合病院,401,True
13,1370105,病院,医療法人財団 東京勤労者医療会 代々木病院,150,True
13,1370147,病院,医療法人社団 オリンピア会 オリンピア眼科病院,40,True
13,1370154,病院,医療法人社団 明生会 セントラル病院,92,True
13,1370162,病院,医療法人社団 輝生会 初台リハビリテーション病院,179,True
13,1370725,病院,医療法人社団 明生会 セントラル病院松濤,110,True
13,1370733,病院,伊藤病院,60,True
13,1370741,病院,医療法人社団 春陽会 参宮橋脊椎外科病院,22,True
13,1410901,病院,東京医療生活協同組合 新渡戸記念中野総合病院,296,True
13,1410927,病院,むさしのライフケア病院,92,False
13,1410976,病院,社会福祉法人 浄風園 中野江古田病院,152,True
13,1428937,有床診療所,クリニックヨコヤマ,1,True
13,1428994,無床診療所,くすのき診療所,0,False
13,1430792,無床診療所,医療法人社団 仁友会 仁友クリニック,0,False
13,1431428,無床診療所,石森脳神経外科,0,False
