pref_code,facility_id,facility_name_map,name,ct,mri,ct64,ct16_63,ct_under16,mri3t,mri15_3,mri_under15,latest,update,ctannual,mriannual,annualstatus
01,1417382,市立函館恵山病院,市立函館恵山病院,1,0,0,1,0,0,0,0,2015-07-01,,,,
01,1416756,市立函館病院,市立函館病院,2,2,2,0,0,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,1417655,社会福祉法人 北海道社会事業協会函館病院,社会福祉法人北海道社会事業協会函館病院,1,1,1,0,0,0,1,0,2022-04-01,,,,
01,1411005,医療法人 同仁会 函館記念病院,医療法人同仁会函館記念病院,1,0,0,0,1,0,0,0,2020-10-01,,,,
01,1418307,医療法人社団健和会函館おおむら整形外科病院,医療法人社団健和会函館おおむら整形外科病院,1,1,0,1,0,0,1,0,2022-01-01,,,,
01,1410403,函館渡辺病院,函館渡辺病院,1,1,1,0,0,0,1,0,2022-08-01,,,,
01,1414157,道南勤医協 函館稜北病院,社会医療法人道南勤労者医療協会道南勤医協函館稜北病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,1417960,亀田病院,亀田病院,1,1,0,1,0,0,0,1,2019-04-01,,,,
01,1413001,社会医療法人仁生会 西堀病院,社会医療法人仁生会西堀病院,1,0,0,1,0,0,0,0,2012-08-01,,,,
01,1419263,社会医療法人 高橋病院,社会医療法人高橋病院,1,0,1,0,0,0,0,0,2024-10-01,,,,
01,8010057,独立行政法人国立病院機構函館医療センター,独立行政法人国立病院機構函館医療センター,1,1,0,1,0,0,1,0,2025-03-01,,,,
01,1416160,医療法人 聖仁会 森病院,医療法人聖仁会森病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,1411237,特定医療法人 富田病院,特定医療法人富田病院,1,0,0,1,0,0,0,0,2020-10-01,,,,
01,1417341,市立函館南茅部病院,市立函館南茅部病院,1,0,0,0,1,0,0,0,2012-04-01,,,,
01,1410049,函館中央病院,函館中央病院,2,2,2,0,0,0,2,0,2026-07-01,MEDIUM_2026_STANDARD_START,,,
01,1410064,函館赤十字病院,函館赤十字病院,1,1,1,0,0,0,1,0,2022-04-01,,,,
01,1410031,社会福祉法人 函館厚生院 函館五稜郭病院,函館五稜郭病院,6,2,6,0,0,1,1,0,2026-04-01,MEDIUM_2026_STANDARD_START,24624.0,8398.0,VERIFIED_NUMERIC
01,1414439,函館市医師会病院,函館市医師会病院,1,1,1,0,0,0,1,0,2017-04-01,,,,
01,1415980,医療法人 雄心会 函館新都市病院,医療法人雄心会函館新都市病院,1,2,1,0,0,1,1,0,2024-10-01,,,,
01,1415006,社会医療法人函館脳神経外科 函館脳神経外科病院,社会医療法人函館脳神経外科　函館脳神経外科病院,1,3,1,0,0,2,1,0,2023-07-01,,,,
01,1512422,松前町立松前病院,松前町立松前病院,1,0,0,1,0,0,0,0,2017-08-01,,,,
01,1513487,木古内町国民健康保険病院,木古内町国民健康保険病院,1,0,1,0,0,0,0,0,2021-04-01,,,,
01,1513354,医療法人社団立青会 なるかわ病院,医療法人社団立青会なるかわ病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,1513149,ななえ新病院,ななえ新病院,1,1,0,1,0,0,1,0,2019-10-01,,,,
01,1513156,医療法人 雄心会 新都市砂原病院,医療法人雄心会新都市砂原病院,1,0,0,1,0,0,0,0,2013-01-01,,,,
01,1511291,森町国民健康保険病院,森町国民健康保険病院,1,1,0,1,0,0,0,1,2016-10-01,,,,
01,1610689,医療法人社団 恵愛会 佐々木病院,医療法人社団恵愛会佐々木病院,1,0,0,1,0,0,0,0,2025-03-01,,,,
01,1610895,北海道立江差病院,北海道立江差病院,1,1,1,0,0,0,1,0,2017-01-01,,,,
01,1610226,厚沢部町国民健康保険病院,厚沢部町国民健康保険病院,1,0,0,1,0,0,0,0,2022-12-01,,,,
01,1610507,奥尻町国民健康保険病院,奥尻町国民健康保険病院,1,0,0,1,0,0,0,0,2013-11-01,,,,
01,1510707,八雲総合病院,八雲総合病院,1,1,1,0,0,0,1,0,2015-12-01,,,,
01,1512125,長万部町立病院,長万部町立病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,1710166,今金町国保病院,今金町国保病院,1,0,0,1,0,0,0,0,2020-10-01,,,,
01,1710364,医療法人 財団 明理会 道南ロイヤル病院,医療法人財団明理会道南ロイヤル病院,1,0,0,1,0,0,0,0,2023-04-01,,,,
01,1710141,せたな町立国保病院,せたな町立国保病院,1,0,0,1,0,0,0,0,2014-01-01,,,,
01,0117785,医療法人 資生会 創成東病院,医療法人資生会創成東病院,1,0,0,1,0,0,0,0,2021-04-01,,,,
01,0114360,医療法人社団明日佳 札幌明日佳病院,医療法人社団明日佳 札幌明日佳病院,1,0,0,1,0,0,0,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,0117702,医療法人社団 清和会 南札幌病院,医療法人社団清和会 南札幌病院,1,0,0,1,0,0,0,0,2018-01-01,,,,
01,0116589,医療法人社団ＣＨＣＰヘルスケアシステム 桑園中央病院,医療法人桑園中央病院,1,0,0,1,0,0,0,0,2012-05-01,,,,
01,0113420,札幌中央病院,札幌中央病院,1,1,1,0,0,0,1,0,2022-12-01,,,,
01,0410420,一般財団法人 札幌同交会病院,一般財団法人 札幌同交会病院,1,0,0,1,0,0,0,0,2013-04-01,,,,
01,0612108,札幌渓仁会リハビリテーション病院,札幌渓仁会リハビリテーション病院,1,0,0,1,0,0,0,0,2017-06-01,,,,
01,0114865,医療法人社団 いとう整形外科病院,医療法人社団いとう整形外科病院,1,1,0,1,0,0,1,0,2015-01-01,,,,
01,0410545,社会福祉法人 札幌慈啓会 慈啓会病院,慈啓会病院,1,0,0,1,0,0,0,0,2015-02-01,,,,
01,0113719,ＮＴＴ東日本 札幌病院,ＮＴＴ東日本札幌病院,2,1,2,0,0,0,1,0,2023-03-01,,,,
01,0114634,社会医療法人 北海道循環器病院,社会医療法人北海道循環器病院,1,0,1,0,0,0,0,0,2022-08-01,,,,
01,0114501,医療法人社団 恵和会 宮の森病院,医療法人社団恵和会 宮の森病院,1,0,0,1,0,0,0,0,2019-04-01,,,,
01,0116514,医療法人 讃生会 宮の森記念病院,医療法人讃生会 宮の森記念病院,1,1,1,0,0,0,0,1,2025-10-01,,,,
01,0118643,札幌循環器病院,札幌循環器病院,1,0,1,0,0,0,0,0,2012-04-01,,,,
01,0611845,医療法人同仁会 札幌ススキノ病院,医療法人同仁会 札幌ススキノ病院,1,0,1,0,0,0,0,0,2016-07-01,,,,
01,0114121,札幌西円山病院,札幌西円山病院,1,1,0,1,0,0,1,0,2022-04-01,,,,
01,0117959,医療法人社団 銀杏会 さっぽろ銀杏会記念病院,医療法人社団銀杏会さっぽろ銀杏会記念病院,1,1,1,0,0,0,1,0,2024-04-01,,,,
01,0119385,札幌医科大学附属病院,札幌医科大学附属病院,4,5,3,1,0,2,3,0,2026-04-01,MEDIUM_2026_STANDARD_START,28264.0,13844.0,VERIFIED_NUMERIC
01,0114790,社会医療法人 医仁会 中村記念病院,社会医療法人 医仁会 中村記念病院,2,4,0,2,0,1,3,0,2022-08-01,,9305.0,24335.0,VERIFIED_NUMERIC
01,0117207,医療法人社団 土田病院,医療法人社団 土田病院,1,0,1,0,0,0,0,0,2022-04-01,,,,
01,0115813,医療法人 萬田記念病院,医療法人萬田記念病院,1,0,1,0,0,0,0,0,2012-04-01,,,,
01,0118460,札幌南三条病院,札幌南三条病院,2,1,2,0,0,0,1,0,2018-06-01,,,,
01,0113982,医療法人社団 正心会 岡本病院,医療法人社団正心会 岡本病院,1,0,0,1,0,0,0,0,2023-09-01,,,,
01,0114386,ＪＲ札幌病院,ＪＲ札幌病院,2,1,1,1,0,1,0,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,0116381,市立札幌病院,市立札幌病院,3,2,3,0,0,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,0611266,医療法人菊郷会 愛育病院,医療法人菊郷会 愛育病院,1,1,0,1,0,0,1,0,2022-06-01,,,,
01,0113685,社会医療法人北海道恵愛会 札幌南一条病院,札幌南一条病院,1,0,0,1,0,0,0,0,2015-09-01,,,,
01,0116258,ＪＡ北海道厚生連 札幌厚生病院,ＪＡ北海道厚生連札幌厚生病院,4,2,2,2,0,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,19389.0,6481.0,VERIFIED_NUMERIC
01,0610714,特定医療法人 平成会 平成会病院,特定医療法人平成会　平成会病院,1,0,0,1,0,0,0,0,2017-09-01,,,,
01,0118593,医療法人 藻友会 札幌いしやま病院,医療法人藻友会 札幌いしやま病院,1,0,0,1,0,0,0,0,2025-10-01,,,,
01,0611944,国家公務員共済組合連合会 斗南病院,国家公務員共済組合連合会 斗南病院,2,1,2,0,0,0,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,0213048,社会医療法人延山会北成病院,社会医療法人延山会 北成病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,0214095,医療法人 麻生整形外科病院,医療法人 麻生整形外科病院,1,1,1,0,0,0,1,0,2025-06-01,,,,
01,0215415,社会医療法人 秀眸会 大塚眼科病院,社会医療法人秀眸会 大塚眼科病院,1,0,0,0,1,0,0,0,,,,,
01,0216314,医療法人社団 太黒胃腸内科病院,医療法人社団 太黒胃腸内科病院,1,0,0,1,0,0,0,0,2013-06-01,,,,
01,0212891,松田整形外科記念病院,松田整形外科記念病院,1,1,0,1,0,0,1,0,2022-07-01,,,,
01,0213329,医療法人社団 翔嶺館 札幌優翔館病院,医療法人社団翔嶺館 札幌優翔館病院,1,0,0,0,1,0,0,0,2022-04-01,,,,
01,8010016,北海道大学病院,北海道大学病院,5,5,3,0,0,3,2,0,2026-07-01,MEDIUM_2026_STANDARD_START,31093.0,15838.0,VERIFIED_NUMERIC
01,0218237,北海道医療大学病院,北海道医療大学病院,2,0,0,0,1,0,0,0,2012-04-01,,,,
01,0214947,医療法人社団 札幌百合の会病院,医療法人社団 札幌百合の会病院,1,0,0,1,0,0,0,0,2013-03-01,,,,
01,0213154,医療法人 新川新道整形外科病院,医療法人 新川新道整形外科病院,1,1,0,1,0,0,0,1,2022-01-01,,,,
01,0213873,医療法人 徳洲会 札幌東徳洲会病院,医療法人徳洲会 札幌東徳洲会病院,4,2,3,1,0,1,1,0,2025-08-01,,30710.0,6887.0,VERIFIED_NUMERIC
01,0215613,社会医療法人耳鼻咽喉科麻生病院,社会医療法人 耳鼻咽喉科麻生病院,1,0,1,0,0,0,0,0,2025-06-01,,,,
01,0215779,医療法人 彰和会 北海道消化器科病院,医療法人彰和会 北海道消化器科病院,1,1,1,0,0,0,1,0,2025-05-01,,,,
01,0219771,札幌心臓血管クリニック,札幌心臓血管クリニック,3,1,3,0,0,0,1,0,2024-03-01,,,,
01,0219631,医療法人 札幌麻生脳神経外科病院,医療法人 札幌麻生脳神経外科病院,2,4,1,0,0,3,1,0,2026-05-01,MEDIUM_2026_STANDARD_START,4876.0,17513.0,VERIFIED_NUMERIC
01,0219789,勤医協中央病院,勤医協中央病院,2,1,2,0,0,0,1,0,2022-10-01,,,,
01,0710134,医療法人セレス さっぽろ神経内科病院,医療法人セレス さっぽろ神経内科病院,1,1,0,1,0,0,1,0,2026-05-01,MEDIUM_2026_STANDARD_START,,,
01,0216546,社会医療法人社団愛心館 愛心メモリアル病院,社会医療法人社団愛心館 愛心メモリアル病院,1,0,1,0,0,0,0,0,2026-01-01,MEDIUM_2026_STANDARD_START,,,
01,0710225,社会医療法人禎心会 札幌禎心会病院,社会医療法人禎心会 札幌禎心会病院,5,3,5,0,0,2,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,17656.0,21460.0,VERIFIED_NUMERIC
01,0216215,社会医療法人 豊生会 東苗穂病院,社会医療法人豊生会　東苗穂病院,1,1,1,0,0,0,1,0,2012-04-01,,,,
01,0710159,北海道泌尿器科記念病院,北海道泌尿器科記念病院,1,0,1,0,0,0,0,0,2015-08-01,,,,
01,0711058,医療法人社団 我汝会 さっぽろ病院,医療法人社団 我汝会 さっぽろ病院,1,2,1,0,0,0,2,0,2020-09-28,,,,
01,0711561,医療法人札幌東和病院,医療法人　札幌東和病院,1,0,0,1,0,0,0,0,2024-01-01,,,,
01,0215761,社会医療法人社団 三草会 クラーク病院,社会医療法人社団三草会 クラーク病院,1,1,0,1,0,0,1,0,2025-10-01,,,,
01,0216116,医療法人社団 札幌道都病院,医療法人社団札幌道都病院,1,1,1,0,0,0,1,0,2023-07-01,,,,
01,0214350,医療法人社団 英仁会 札苗病院,医療法人社団英仁会 札苗病院,1,0,0,1,0,0,0,0,2012-06-01,,,,
01,0217759,天使病院,天使病院,1,1,1,0,0,0,1,0,2021-07-01,,,,
01,0319670,医療法人社団 豊武会 幌東病院,医療法人社団豊武会 幌東病院,1,0,0,0,1,0,0,0,2012-07-01,,,,
01,0512944,医療法人菊郷会 石橋胃腸病院,医療法人菊郷会 石橋胃腸病院,1,0,0,1,0,0,0,0,2023-11-01,,,,
01,0513777,社会医療法人 医翔会 札幌白石記念病院,札幌白石記念病院,2,3,2,0,0,2,1,0,2024-05-01,,,,
01,0513611,医療法人社団明日佳 白石明日佳病院,医療法人社団明日佳 白石明日佳病院,1,0,0,1,0,0,0,0,2023-11-01,,,,
01,8010024,独立行政法人国立病院機構 北海道がんセンター,独立行政法人国立病院機構北海道がんセンター,4,2,3,1,0,0,2,0,2026-06-01,MEDIUM_2026_STANDARD_START,18789.0,6804.0,VERIFIED_NUMERIC
01,0315637,社会医療法人三樹会 三樹会泌尿器科病院,社会医療法人三樹会  三樹会泌尿器科病院,1,0,0,1,0,0,0,0,2025-10-01,,,,
01,0319373,医療法人菊郷会 札幌センチュリー病院,医療法人菊郷会 札幌センチュリー病院,1,0,1,0,0,0,0,0,2023-04-01,,,,
01,0318359,社会医療法人 北楡会 札幌北楡病院,社会医療法人北楡会 札幌北楡病院,1,1,1,0,0,1,0,0,2020-10-01,,,,
01,0510278,医療福祉センター札幌あゆみの園,医療福祉センター札幌あゆみの園,1,0,0,1,0,0,0,0,2019-04-01,,,,
01,0317286,医療法人 東札幌病院,医療法人東札幌病院,1,1,1,0,0,0,1,0,2018-11-01,,,,
01,0319019,医療法人 信佑会 吉田記念病院,医療法人信佑会 吉田記念病院,1,0,0,0,1,0,0,0,2012-04-01,,,,
01,0513942,社会医療法人 恵佑会第２病院,社会医療法人恵佑会第２病院,1,0,1,0,0,0,0,0,2024-08-01,,,,
01,0311099,勤医協札幌病院,勤医協札幌病院,1,0,1,0,0,0,0,0,2018-10-01,,,,
01,0310539,独立行政法人地域医療機能推進機構 北海道病院,独立行政法人地域医療機能推進機構北海道病院,2,1,2,0,0,0,1,0,2025-06-01,,,,
01,0319423,社会医療法人 康和会 札幌しらかば台病院,社会医療法人康和会 札幌しらかば台病院,1,1,1,0,0,0,1,0,2023-04-01,,,,
01,0317732,医療法人社団 北樹会病院,医療法人社団北樹会病院,1,0,0,1,0,0,0,0,2013-03-01,,,,
01,0320009,医療法人 北志会 札幌ライラック病院,医療法人北志会 札幌ライラック病院,1,0,1,0,0,0,0,0,2023-02-01,,,,
01,0515863,社会医療法人 仁陽会 西岡第一病院,社会医療法人 仁陽会 西岡第一病院,1,1,0,1,0,0,1,0,2020-02-11,,,,
01,0317021,医療法人 北海道整形外科記念病院,北海道整形外科記念病院,1,2,0,1,0,1,1,0,2019-10-01,,,,
01,0315249,社会医療法人 恵和会 西岡病院,西岡病院,1,0,1,0,0,0,0,0,2022-04-01,,,,
01,0310406,ＫＫＲ札幌医療センター,ＫＫＲ札幌医療センター,3,2,2,1,0,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,0315256,医療法人讃生会 月寒あい病院,医療法人讃生会　月寒あい病院,1,0,0,1,0,0,0,0,2026-05-01,MEDIUM_2026_STANDARD_START,,,
01,0514676,自衛隊札幌病院,自衛隊札幌病院,2,1,1,1,0,0,1,0,2025-01-01,,,,
01,0314986,医療法人 五輪橋整形外科病院,医療法人 五輪橋整形外科病院,1,1,0,1,0,0,0,1,2025-10-01,,,,
01,0511409,社会医療法人 医仁会 中村記念南病院,社会医療法人　医仁会 中村記念南病院,1,2,1,0,0,1,1,0,2022-11-01,,,,
01,0515186,晴生会さっぽろ病院,医療法人晴生会　晴生会さっぽろ病院,1,0,0,1,0,0,0,0,2025-12-01,,,,
01,0318151,医療法人為久会 札幌共立五輪橋病院,医療法人為久会 札幌共立五輪橋病院,2,1,2,0,0,1,0,0,2023-04-01,,,,
01,0317005,医療法人 三和会 札幌南整形外科病院,医療法人三和会 札幌南整形外科病院,1,2,0,1,0,0,1,1,2018-10-01,,,,
01,0314457,定山渓病院,定山渓病院,1,0,0,1,0,0,0,0,2013-06-01,,,,
01,0513579,医療法人同仁会 札幌南病院,医療法人同仁会 札幌南病院,1,0,0,1,0,0,0,0,2013-12-01,,,,
01,0112489,医療法人 愛全病院,医療法人愛全病院,1,0,0,1,0,0,0,0,2016-03-01,,,,
01,8010040,独立行政法人国立病院機構 北海道医療センター,独立行政法人国立病院機構 北海道医療センター,2,2,2,0,0,1,1,0,2021-07-01,,,,
01,0419140,医療法人社団北裕会 札幌記念病院,医療法人社団北裕会 札幌記念病院,1,0,0,1,0,0,0,0,2025-08-01,,,,
01,0418241,医療法人社団 研仁会 北海道脳神経外科記念病院,医療法人社団 研仁会 北海道脳神経外科記念病院,1,2,1,0,0,1,1,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,0418753,社会医療法人 孝仁会 札幌孝仁会記念病院,社会医療法人孝仁会　札幌孝仁会記念病院,4,2,4,0,0,1,1,0,2017-02-01,,,5696.0,PARTIAL_MRI_ONLY
01,0414083,勤医協 札幌西区病院,勤医協札幌西区病院,1,0,0,1,0,0,0,0,2012-10-01,,,,
01,0415247,医療法人知仁会 八木整形外科病院,医療法人知仁会 八木整形外科病院,1,1,0,1,0,0,1,0,2015-03-01,,,,
01,0412459,医療法人社団明生会 イムス札幌消化器中央総合病院,医療法人社団 明生会 イムス札幌消化器中央総合病院,2,1,1,1,0,0,1,0,2020-02-01,,,,
01,0414190,医療法人北祐会 北海道脳神経内科病院,北海道脳神経内科病院,2,1,1,0,0,0,1,0,2021-07-01,,,,
01,0418449,社会医療法人 アルデバラン さっぽろ二十四軒病院,社会医療法人 アルデバラン さっぽろ二十四軒病院,1,0,0,1,0,0,0,0,2023-11-01,,,,
01,0416583,北海道内科リウマチ科病院,北海道内科リウマチ科病院,1,1,1,0,0,0,0,1,2024-07-01,,,,
01,0411121,社会医療法人 孝仁会 札幌第一病院,社会医療法人孝仁会 札幌第一病院,1,1,0,1,0,0,1,0,2013-03-01,,,,
01,0415635,医療法人社団明日佳 宮の沢明日佳病院,医療法人社団明日佳　宮の沢明日佳病院,1,2,0,1,0,0,2,0,2012-06-01,,,,
01,0416724,医療法人社団 康仁会 中田泌尿器科病院,医療法人社団康仁会 中田泌尿器科病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,0415437,社会医療法人 札幌山の上病院,医療法人札幌山の上病院,1,2,0,1,0,1,0,1,2013-09-01,,,,
01,0413325,医療法人 聖愛会 発寒リハビリテーション病院,医療法人　聖愛会　発寒リハビリテーション病院,1,0,0,1,0,0,0,0,2013-04-01,,,,
01,0510476,医療法人中山会 新札幌パウロ病院,医療法人中山会 新札幌パウロ病院,1,0,0,1,0,0,0,0,2019-01-01,,,,
01,0513934,医療法人社団 悠仁会 羊ヶ丘病院,医療法人社団悠仁会 羊ヶ丘病院,1,1,0,1,0,0,0,1,2025-09-01,,,,
01,0511383,医療法人社団 翔嶺館 新札幌聖陵ホスピタル,医療法人社団翔嶺館 新札幌聖陵ホスピタル,1,1,1,0,0,0,1,0,2021-12-01,,,,
01,0316676,社会医療法人貞仁会 新札幌ひばりが丘病院,社会医療法人貞仁会　新札幌ひばりが丘病院,1,1,1,0,0,0,0,1,2023-03-01,,,,
01,0511532,医療法人社団明日佳 桜台明日佳病院,医療法人社団明日佳 桜台明日佳病院,1,0,0,1,0,0,0,0,2015-04-01,,,,
01,0514007,医療法人徳洲会 札幌徳洲会病院,医療法人徳洲会 札幌徳洲会病院,2,1,2,0,0,1,0,0,2026-06-01,MEDIUM_2026_STANDARD_START,,,
01,0316197,新札幌循環器病院,新札幌循環器病院,1,0,1,0,0,0,0,0,2022-11-01,,,,
01,0318169,医療法人 徹仁会 厚別耳鼻咽喉科病院,医療法人徹仁会 厚別耳鼻咽喉科病院,1,0,0,1,0,0,0,0,2012-10-01,,,,
01,0317120,独立行政法人地域医療機能推進機構 札幌北辰病院,独立行政法人地域医療機能推進機構札幌北辰病院,2,1,2,0,0,0,1,0,2026-04-01,MEDIUM_2026_STANDARD_START,,,
01,0514650,医療法人豊和会 新札幌豊和会病院,医療法人豊和会 新札幌豊和会病院,1,0,1,0,0,0,0,0,2015-04-01,,,,
01,0318649,勇気会医療法人 北央病院,勇気会医療法人 北央病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,0417821,社会医療法人 アルデバラン 手稲いなづみ病院,社会医療法人 アルデバラン 手稲いなづみ病院,1,0,1,0,0,0,0,0,2017-07-01,,,,
01,0418845,札幌田中病院,札幌田中病院,1,0,0,1,0,0,0,0,2017-08-03,,,,
01,0414968,医療法人 秀友会 札幌秀友会病院,医療法人秀友会 札幌秀友会病院,1,1,0,1,0,0,1,0,2023-06-01,,,,
01,0415825,医療法人 札幌緑誠病院,医療法人札幌緑誠病院,1,0,0,1,0,0,0,0,2012-10-01,,,,
01,0413523,医療法人 勉仁会 中垣病院,医療法人勉仁会 中垣病院,1,0,0,1,0,0,0,0,2016-03-01,,,,
01,0415353,医療法人 札幌宮の沢病院,医療法人札幌宮の沢病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,0417482,北海道立子ども総合医療・療育センター,北海道立子ども総合医療・療育センター,1,1,1,0,0,0,1,0,2026-04-01,MEDIUM_2026_STANDARD_START,,,
01,0414315,手稲渓仁会病院,手稲渓仁会病院,6,3,4,1,1,0,3,0,2024-06-01,,28756.0,12368.0,VERIFIED_NUMERIC
01,0412467,医療法人社団明生会 イムス札幌リハビリテーション病院,医療法人社団明生会 イムス札幌リハビリテーション病院,1,0,1,0,0,0,0,0,2022-12-01,,,,
01,0415098,社会医療法人延山会西成病院,社会医療法人延山会 西成病院,1,1,1,0,0,0,1,0,2019-04-01,,,,
01,0316387,社会医療法人 蘭友会 札幌里塚病院,社会医療法人蘭友会 札幌里塚病院,1,1,1,0,0,1,0,0,2018-07-01,,,,
01,0316213,医療法人社団 エス・エス・ジェイ 札幌整形循環器病院,医療法人社団エス・エス・ジェイ 札幌整形循環器病院,1,2,0,1,0,0,1,1,2025-01-01,,,,
01,0317013,社会医療法人 札幌清田整形外科病院,社会医療法人 札幌清田整形外科病院,1,1,0,1,0,0,1,0,2017-02-01,,,,
01,0319928,医療法人 札幌平岡病院,医療法人札幌平岡病院,1,0,0,1,0,0,0,0,2014-06-01,,,,
01,0317658,社会医療法人 札幌清田病院,社会医療法人 札幌清田病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,0314705,医療法人 尚仁会 真栄病院,医療法人尚仁会 真栄病院,1,0,0,1,0,0,0,0,2013-10-01,,,,
01,0513892,医療法人北武会 美しが丘病院,医療法人北武会 美しが丘病院,1,0,0,0,0,0,0,0,2012-04-01,,,,
01,1010278,江別市立病院,江別市立病院,2,1,2,0,0,0,1,0,2016-04-01,,,,
01,1013728,医療法人 友愛会 友愛記念病院,医療法人友愛会友愛記念病院,1,0,0,1,0,0,0,0,2016-06-01,,,,
01,1013454,医療法人 渓和会 江別病院,医療法人渓和会江別病院,1,2,1,0,0,1,1,0,2025-12-01,,,,
01,1013280,医療法人英生会 野幌病院,医療法人英生会野幌病院,1,0,0,1,0,0,0,0,2015-11-01,,,,
01,1111704,医療法人 同仁会 千歳第一病院,医療法人同仁会千歳第一病院,1,1,0,1,0,0,0,1,2025-09-01,,,,
01,1111506,医療法人社団 いずみ会 北星病院,医療法人社団いずみ会北星病院,1,1,0,1,0,0,1,0,2018-06-01,,,,
01,1111670,医療法人社団 豊友会 千歳豊友会病院,医療法人社団豊友会千歳豊友会病院,1,1,0,1,0,0,1,0,2015-11-01,,,,
01,1111654,市立千歳市民病院,市立千歳市民病院,1,1,1,0,0,1,0,0,2024-04-01,,,,
01,1111605,医療法人 同仁会 向陽台病院,医療法人同仁会向陽台病院,1,0,0,1,0,0,0,0,2022-03-01,,,,
01,1211009,恵庭第一病院,恵庭第一病院,1,1,1,0,0,0,1,0,2022-04-01,,,,
01,1210787,医療法人社団我汝会 えにわ病院,医療法人社団我汝会えにわ病院,1,2,1,0,0,1,1,0,2024-07-01,,,,
01,1210423,社会医療法人 北晨会 恵み野病院,社会医療法人北晨会恵み野病院,1,1,1,0,0,0,1,0,2020-06-01,,,,
01,1210605,医療法人社団 尾形病院,医療法人社団尾形病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,1210563,医療法人社団 恵庭南病院,医療法人社団恵庭南病院,1,0,0,1,0,0,0,0,2022-06-01,,,,
01,1310405,医療法人社団 哲栄会 順天病院,医療法人社団哲栄会順天病院,1,0,0,0,0,0,0,0,,,,,
01,1310967,社会医療法人 即仁会 北広島病院,社会医療法人即仁会北広島病院,1,1,0,1,0,0,1,0,2022-10-01,,,,
01,1310322,医療法人社団 西の里恵仁会病院,医療法人社団西の里恵仁会病院,1,0,0,1,0,0,0,0,2012-12-01,,,,
01,1310470,医療法人社団 翔仁会 輪厚三愛病院,医療法人社団翔仁会輪厚三愛病院,1,0,0,1,0,0,0,0,2012-04-01,,,,
01,7610063,医療法人 喬成会 花川病院,医療法人喬成会花川病院,1,0,0,1,0,0,0,0,2015-04-01,,,,
01,7610527,石狩病院,石狩病院,1,0,1,0,0,0,0,0,2022-02-01,,,,
01,7610352,石狩幸惺会病院,石狩幸惺会病院,1,1,0,1,0,0,1,0,2015-05-01,,,,
01,7610030,医療法人社団 恵愛会 茨戸病院,医療法人社団恵愛会茨戸病院,1,0,0,1,0,0,0,0,2015-10-01,,,,
01,2014865,医療法人社団 心優会 野口病院,医療法人社団心優会 野口病院,1,0,0,1,0,0,0,0,2018-04-01,,,,
01,2014832,医療法人北光会 朝里中央病院,医療法人 北光会 朝里中央病院,2,1,1,0,1,0,0,1,2012-04-01,,,,
01,2013131,医療法人 勉仁会 東小樽病院,医療法人 勉仁会 東小樽病院,1,0,0,1,0,0,0,0,2018-09-01,,,,
01,2014956,社会福祉法人恩賜財団済生会支部 北海道済生会小樽病院,社会福祉法人 恩賜財団 済生会支部 北海道済生会小樽病院,1,1,1,0,0,0,1,0,2023-08-01,,,,
01,2015045,小樽掖済会病院,公益社団法人日本海員掖済会 小樽掖済会病院,1,1,1,0,0,0,1,0,2022-10-01,,,,
01,2014899,医療法人社団 北匠会 小樽中央病院,医療法人社団 北匠会 小樽中央病院,1,1,0,1,0,0,1,0,2026-07-01,MEDIUM_2026_STANDARD_START,,,
01,2015011,小樽市立病院,小樽市立病院,2,2,2,0,0,1,1,0,2024-04-01,,,,
01,2013362,医療法人 ひまわり会 札樽病院,医療法人 ひまわり会 札樽病院,1,1,0,1,0,0,1,0,2018-08-01,,,,
01,2010087,社会福祉法人 北海道社会事業協会 小樽病院,社会福祉法人 北海道社会事業協会小樽病院,1,1,1,0,0,0,1,0,2022-11-01,,,,
01,2014816,医療法人社団 青優会 南小樽病院,医療法人社団 青優会 南小樽病院,1,0,0,1,0,0,0,0,2012-07-01,,,,
01,2210679,医療法人社団 静和会 昆布温泉病院,医療法人社団静和会昆布温泉病院,1,0,0,1,0,0,0,0,2019-07-01,,,,
